dataset,pca_eigval_diff,pca_eigvec_ang,avg_h_dist,corr_mat_diff,auroc,cls_F1_diff,cls_F1_diff_hout,eps_identif_risk,priv_loss_eps,median_DCR,mia_recall,mia_precision
dgms,0.34350433503819383,0.9945435322684698,0.09825533237651765,1.5847080110717349,0.10052687846513442,0.17153137992942538,0.16869051296323223,0.04162783473128301,0.011494252873563222,3.3931282147890487,0.017821782178217824,0.4787878787878788
dgms,0.19442734815474133,0.9389480980258758,0.10831492053873666,1.7502723249879832,0.2046101225618272,0.23535313119361864,0.24119987139041507,0.0260950605778192,0.00559179869524697,5.432111293188315,0.024752475247524754,0.5
dgms,0.10095457320771925,0.531054530561997,0.12485682889572823,1.7055692522403167,0.1726118679544878,0.12140538527087996,0.1000312799153105,0.047530288909599254,0.01863932898415657,5.087597024028623,0.03564356435643565,0.5308844097079392
dgms,0.40742603765905894,0.9175935432565273,0.11227725086338862,1.7644447208579521,0.12061424668904286,0.10627177207879895,0.07598794471220591,0.06616961789375582,0.030754892823858335,3.0927520431355964,0.031683168316831684,0.6397435897435897
dgms,0.23959924761921064,0.9611968042803563,0.08420177940992968,1.423111379236818,0.07448447734337427,0.05684959084090724,0.07822145589537582,0.09009009009009009,0.03634669151910531,2.6299422214769894,0.03564356435643564,0.41418128654970765
dgms,0.11893477049111245,0.9551171697397854,0.10364970667437101,1.4591588685235692,0.042142379531708296,0.09448734609195505,0.12364928720218135,0.08108108108108109,0.03106554830692762,2.900223547459244,0.034653465346534656,0.3821052631578947
dgms,0.1413668677743764,0.9057398301164803,0.08726525080466324,1.3494406509347985,0.046584905119065545,0.07625894591966625,0.06576159220683578,0.1643367505436471,0.0835663249456353,1.6879000010911267,0.07623762376237624,0.41079134177446
dgms,0.08639344322909685,0.9653168104837608,0.1210246347763026,1.6994951150967994,0.1120198324486048,0.10007419851744019,0.09021366518681087,0.050947499223361295,0.019260639950295123,4.943950134152971,0.0396039603960396,0.46727548767022453
dgms,0.11475090627664206,0.9513180745784467,0.08509808375515983,1.0997693733700808,0.10567865627706985,0.10758023599083272,0.11466077352649903,0.10313762037899969,0.04535570052811432,2.520597029150242,0.048514851485148516,0.4287959866220736
dgms,0.11156081946091788,0.9445828209767526,0.11052791350679783,1.2586460946610876,0.16416651637539115,0.15673451017241932,0.16284931649130854,0.048772910841876356,0.0208139173656415,3.575176100128953,0.02178217821782178,0.4722222222222222
dpgan,0.10222302926014552,0.9866332398318105,0.5214121792791498,2.8974662022428643,0.22173011115873187,0.6028181127305392,0.5962686048374168,0.0012426219322771047,0.0012426219322771047,21.99203521713096,0.0009900990099009901,0.2
dpgan,0.10677706096730011,0.8802011444796414,0.3804382786851109,2.9079405899665156,0.35260066621473896,0.27670698478859257,0.2757657866768091,0.0009319664492078285,0.0009319664492078285,13.572160135602612,0.0029702970297029703,0.4
dpgan,0.15172118435337284,0.5196731953450442,0.49692687040054956,2.9704691557595737,0.2233921291481159,0.5145860865842932,0.49030239884330307,0.0015532774153463808,0.0012426219322771047,18.208080843169622,0.0009900990099009901,0.1
dpgan,0.14670455214104466,0.8182778806478399,0.5071418316397935,2.899976730278342,0.49298194546197704,0.5779346331316333,0.5536997292447425,0.0006213109661385523,0.0006213109661385523,20.114103174756927,0.0009900990099009901,0.2
dpgan,0.09797550943596389,0.9420024041522558,0.5294496538217123,3.0174529549093854,0.3512461039434911,0.6144945421767476,0.6031327626059875,0.0009319664492078285,0.00031065548306927616,21.599789033904884,0.0,0.0
dpgan,0.07260969210683603,0.9180892334906237,0.5294616782379753,2.893731186790983,0.2852732048271138,0.5353730315078077,0.4616487508129006,0.0009319664492078285,0.0006213109661385523,22.50706749779381,0.0009900990099009901,0.2
dpgan,0.10227913410711914,0.9397595045062326,0.45955974246795944,2.859441729383885,0.4134410614027735,0.5681485116677847,0.5899096691733452,0.0,-0.00031065548306927616,21.04069392124155,0.0009900990099009901,0.2
dpgan,0.45303691134752766,0.986577096412296,0.48949354409887225,3.0266868412184076,0.15505668565755726,0.3043335194551614,0.267711867104896,0.00031065548306927616,0.0,21.767483920905306,0.0009900990099009901,0.1
dpgan,0.10649213511118917,0.9232594456184786,0.42386876800952156,2.8994630238734667,0.3822087994035434,0.34923927277711564,0.2978708841241401,0.0006213109661385523,0.00031065548306927616,21.174181749272787,0.0009900990099009901,0.2
dpgan,0.16332750084056225,0.7497581133868056,0.5492914783739218,2.969883329471485,0.2441429963514371,0.4000054676230055,0.371869919331091,0.0006213109661385523,0.0006213109661385523,18.208855098091217,0.0009900990099009901,0.2
