dataset,pca_eigval_diff,pca_eigvec_ang,avg_h_dist,corr_mat_diff,auroc,cls_F1_diff,cls_F1_diff_hout,eps_identif_risk,priv_loss_eps,median_DCR,mia_recall,mia_precision
dgms,0.13091596120232796,0.5230633077903094,0.1646071524269413,6.580558383421026,0.0,0.03136313045042524,0.13613613613613612,0.007936507936507936,0.007936507936507936,7.993380162851714,0.0,0.0
datasynthesizer,0.0432628286748073,0.10463464398861959,0.027603486692528992,2.4737374878448093,0.0,0.004370624138065965,0.0,0.6904761904761905,0.48412698412698413,0.4804341488789267,0.375,0.431111111111111
datasynthesizer,0.039648232951620385,0.07044920932540315,0.03427801010678811,2.1650863212501417,0.0,0.05779605436709068,0.030037546933667086,0.6904761904761905,0.5079365079365079,0.47691757426452974,0.575,0.5590909090909091
datasynthesizer,0.0727986480295371,0.10464158068772637,0.027333003733244196,2.909815655414241,0.0,0.009132528899970765,0.0,0.626984126984127,0.42063492063492064,0.48113655112029796,0.475,0.49772727272727274
datasynthesizer,0.08347482979028528,0.08536204692131295,0.02983205955288075,3.1263677605613944,0.0,0.004588424355866205,0.0,0.5952380952380952,0.3888888888888889,0.6072105318535133,0.55,0.5338383838383839
datasynthesizer,0.047173355000070416,0.08283820230375577,0.03777626110134439,2.2523596982562144,0.0,0.016062764941022767,0.009356725146198841,0.5873015873015873,0.40476190476190477,0.8342253923533691,0.475,0.5857142857142856
datasynthesizer,0.047159500134225374,0.1172309950357232,0.04689005472793434,2.4594126591029553,0.0,0.004370624138065965,0.0,0.6190476190476191,0.4444444444444445,0.7068731025718903,0.4,0.44000000000000006
datasynthesizer,0.07097140669844666,0.22573818541779514,0.033420508826191735,2.6809291528416663,0.0,0.06581547179108146,0.028680396643783385,0.6190476190476191,0.4206349206349207,0.5767357900888915,0.55,0.5424603174603174
datasynthesizer,0.04424302312693273,0.10551113867389726,0.02546562444425058,2.856532198572642,0.0,0.019622062842425875,0.030037546933667086,0.6190476190476191,0.46825396825396826,0.5647534058492995,0.475,0.46349206349206346
dgms,0.21885778591072216,0.9570847115118201,0.1637894389310259,,0.0,0.10811322829893491,0.09375,0.007936507936507936,0.007936507936507936,11.159642911635883,0.0,0.0
dgms,0.2568672414023412,0.8972313857444585,0.17213089910796547,,0.0,0.006533776301218097,0.0,0.007936507936507936,0.007936507936507936,11.834810130676082,0.0,0.0
