experiment,validator,data,rep_idx,pca_eigval_diff,pca_eigvec_ang,avg_h_dist,corr_mat_diff,auroc,avg_F1_diff,avg_F1_diff_hout,eps_identif_risk,priv_loss_eps,mia_recall,mia_precision
sp_dp,lgbm,al,8,0.4415997812980946,0.893623547331614,0.11667148651107523,1.5169722042991574,-0.22369640303536398,-0.2814562276244676,-0.22748646614337822,0.02152414194299011,0.010471204188481674,0.0,0.0
sp_dp,knn,al,8,0.4392124396342042,0.8637445970374866,0.11129925841764106,1.5931169701929238,-0.3500664267498833,-0.3362807348121126,-0.2738963837927929,0.015125072716695753,0.006980802792321116,0.0037037037037037034,0.4
sp_dp,svm,al,5,0.4117267691735828,0.8179205871288014,0.15342849500241348,1.8120043951427396,-0.23625894626798083,-0.2751319226387811,-0.252504602487417,0.005817335660267597,0.002326934264107039,0.0,0.0
sp_dp,svm,al,6,0.4674230164964019,0.8366777022796528,0.13354958848807266,1.4556179506924165,-0.20661545418753224,-0.3164021607613137,-0.2719010818249006,0.013961605584642234,0.007562536358347877,0.0018518518518518517,0.1
sp_dp,mlp,al,5,0.39519122134428875,0.9483936707293761,0.15094303938482342,1.6617130772614124,-0.2674721803961694,-0.357920394731038,-0.3580138203044803,0.006399069226294357,0.0023269342641070384,0.0,0.0
sp_dp,mlp,al,6,0.45824133763011815,0.8959578641487784,0.13287148785819383,1.5615813404935799,-0.31382414070013387,-0.35529926648991367,-0.358863600655535,0.013379872018615475,0.006980802792321118,0.0018518518518518517,0.2
sp_dp,ocsvm,al,5,0.4170835176139655,0.9637860430613151,0.14479393221274578,1.6804190803406267,-0.24820661386549348,-0.367998308289516,-0.3759951893752803,0.0029086678301337987,0.0005817335660267598,0.0,0.0
sp_dp,ocsvm,al,6,0.456204691618826,0.8005351271995459,0.11226761026034654,1.5899122010395828,-0.33633423541007346,-0.3047462945127855,-0.29437752627314706,0.009307737056428156,0.0040721349621873175,0.0,0.0
sp_dp,out_if,al,5,0.43794299118079105,0.9747654026881211,0.143747234677127,1.5630970368446306,-0.2966980317617878,-0.3971418424508924,-0.35521639369414054,0.006399069226294357,0.001745200698080279,0.0,0.0
sp_dp,out_if,al,6,0.5063374718322445,0.7482371904611818,0.11728315406739774,1.3078192781919395,-0.32135861464943394,-0.30290075396922767,-0.28272917719683444,0.015125072716695753,0.010471204188481676,0.0018518518518518517,0.2
sp_dp,svm,al,8,0.4533200455262348,0.7484152353174831,0.1185329927351733,1.437375160625845,-0.19878826520952086,-0.24686692761678344,-0.17155640627918137,0.02385107620709715,0.013379872018615475,0.0,0.0
sp_dp,mlp,al,8,0.4722210145826993,0.837739733249277,0.11379759019343756,1.466198782079429,-0.1958944681325282,-0.26077811001207096,-0.18672276261505874,0.02501454333915067,0.013379872018615475,0.0,0.0
sp_dp,ocsvm,al,8,0.41072241498328643,0.7677867828445974,0.10230024716358659,1.4509111486129258,-0.32216424327255055,-0.36386751431835634,-0.37406258194944647,0.014543339150668994,0.006980802792321117,0.005555555555555555,0.4
sp_dp,concat,al,7,0.4708398791727385,0.8564299786740801,0.15296457339450745,1.5093683970686997,-0.28448861018665916,-0.2645081574670928,-0.28542088738445426,0.004653868528214078,-0.0023269342641070393,0.0,0.0
sp_dp,out_if,al,8,0.4918529014351237,0.9036136425145567,0.11187467874298745,1.3267725190736397,-0.2741079947345555,-0.3427723430918659,-0.29843606413910656,0.02443280977312391,0.012216404886561954,0.0018518518518518517,0.2
sp_dp,rf,al,7,0.46410414641716424,0.949406273893309,0.15971185263958956,1.663043064882949,-0.2538207340132187,-0.25984413144646207,-0.2164554558093336,0.004072134962187318,-0.0005817335660267594,0.0,0.0
sp_dp,lgbm,al,7,0.4455684461620468,0.7994733637817762,0.16304369700706103,1.736858521403001,-0.22307503725934286,-0.32997036642757094,-0.39801639164452474,0.005235602094240838,0.0,0.0,0.0
sp_dp,knn,al,7,0.4502086643722143,0.7971809262529411,0.15417625163900187,1.771060473378502,-0.23878596909122307,-0.3207361795508367,-0.2656720742428633,0.0034904013961605585,-0.002326934264107039,0.0,0.0
sp_dp,concat,al,9,0.532073927942732,0.7831119178752056,0.10687176734603568,1.4920025619214965,-0.2488998019216736,-0.33658586788090317,-0.24880273640427855,0.015125072716695753,0.005817335660267597,0.0018518518518518517,0.2
sp_dp,rf,al,9,0.5316777796405675,0.7028174230207311,0.1128566144154547,1.624542355625526,-0.227240673679323,-0.25934665251626693,-0.2369455900126509,0.009889470622454915,0.0011634671320535188,0.0,0.0
sp_dp,lgbm,al,9,0.5371666825611865,0.698824967449745,0.10970530521067547,2.0619890165510566,-0.129595381241712,-0.23889172569102973,-0.22096961745190233,0.011052937754508435,0.006399069226294358,0.0,0.0
sp_dp,knn,al,9,0.5180261255033136,0.8284538115745682,0.10676350028740081,1.713172084434734,-0.3447669255722503,-0.31051179938311857,-0.2881190330949621,0.012216404886561954,0.003490401396160558,0.0,0.0
sp_dp,svm,al,7,0.4326388507954101,0.7577433142405279,0.17596663564179582,1.700713263154417,-0.2131586177307654,-0.22049663418889998,-0.20710583187169437,0.004653868528214078,0.0011634671320535192,0.0,0.0
sp_dp,mlp,al,7,0.4588915275782546,0.9071401009319152,0.16039490167264803,1.6899828887412534,-0.27807377694690605,-0.2526771520210521,-0.2369542853383205,0.0034904013961605585,-0.0011634671320535192,0.0,0.0
sp_dp,svm,al,9,0.5010475123782,0.9111493251030723,0.12245699056584786,1.685957300237399,-0.21951786163652787,-0.2844397829362134,-0.26473153751426765,0.010471204188481676,0.004653868528214079,0.0018518518518518517,0.2
sp_dp,ocsvm,al,7,0.43418773645154907,0.8460723301199563,0.15480597673777366,1.618652115852043,-0.3377152697233776,-0.4368217670410892,-0.40007326172596475,0.002326934264107039,-0.0005817335660267598,0.0,0.0
sp_dp,out_if,al,7,0.4704241072288703,0.8460037135792843,0.15296457339450745,1.5063494451771267,-0.3329513854881323,-0.28741453546748996,-0.28178722677532353,0.0034904013961605585,-0.0011634671320535192,0.0,0.0
sp_dp,mlp,al,9,0.4963928379671163,0.9699482380059282,0.1211366369885567,1.716188534529042,-0.3088521662548208,-0.391897708861462,-0.34333292729811393,0.012216404886561954,0.005817335660267597,0.0,0.0
sp_dp,ocsvm,al,9,0.5125308624655481,0.7862243973880744,0.1192260689730822,1.4712495985692353,-0.4273578080962034,-0.3442001418377928,-0.3174850109720237,0.0075625363583478765,0.0005817335660267594,0.0,0.0
sp_dp,out_if,al,9,0.5321803703639952,0.7823064449951985,0.10687176734603568,1.4978010578407004,-0.3804025093009682,-0.33616026393799203,-0.31941208034498103,0.013379872018615475,0.006399069226294358,0.005555555555555555,0.08571428571428572
sp_dp,concat,bc,1,0.15684339030418018,0.9843544678501788,0.22266127334923091,2.6461940413133167,-0.22889449708496923,-0.2846798264390431,-0.2089904800842216,0.003727865796831314,0.002174588381484933,0.0019801980198019802,0.26666666666666666
sp_dp,concat,bc,4,0.13165269056619447,0.056704384286908695,0.21558897746176614,2.650822804277715,-0.1423676982235329,-0.2722756211467695,-0.16411179418450225,0.0027958993476234857,0.0006213109661385523,0.0009900990099009901,0.1
sp_dp,rf,bc,1,0.15717494479808714,0.9540147939596078,0.22266127334923091,2.638363617864356,-0.1482271199727737,-0.23114960842445492,-0.2082405486298099,0.001863932898415657,0.00031065548306927616,0.0,0.0
sp_dp,concat,bc,2,0.04556824842876606,0.9455584488794234,0.22732032016803416,2.662552782635453,-0.3490739557556466,-0.2525607581423227,-0.19413997444921213,0.007766387076731904,0.0034172103137620376,0.0029702970297029703,0.44000000000000006
sp_dp,rf,bc,4,0.11583218524524312,0.14492999085847724,0.2855131266937122,2.5861409450197406,-0.1521287264355664,-0.2471998394202852,-0.15103223414702416,0.0031065548306927616,0.00031065548306927595,0.0029702970297029703,0.4
sp_dp,rf,bc,2,0.036786276303038996,0.9478153834662161,0.22732032016803416,2.64127120620925,-0.23536012754182445,-0.19201153303641946,-0.1642224439170762,0.009630319975147562,0.004349176762969867,0.0029702970297029703,0.4
sp_dp,lgbm,bc,1,0.15886536037624133,0.9789538441572736,0.22266127334923091,2.6570356930753585,-0.20984115113567336,-0.3029665361511492,-0.1708659726555034,0.0024852438645542093,0.00031065548306927595,0.0019801980198019802,0.4
sp_dp,lgbm,bc,4,0.13161330806118535,0.0540122072997961,0.21558897746176614,2.666896450720107,-0.258663268727078,-0.2522409137579048,-0.19710839946449757,0.0027958993476234857,0.0,0.0009900990099009901,0.2
sp_dp,lgbm,bc,2,0.04528099711805102,0.9447772224675274,0.22732032016803416,2.654941366827922,-0.20236602613006993,-0.23388236841697727,-0.18794443963010582,0.008387698042870456,0.0040385212799005895,0.0029702970297029703,0.18333333333333332
sp_dp,knn,bc,1,0.04883341186644203,0.9078972165708292,0.2353726409472734,2.6512766413595266,-0.2667767953465223,-0.2519715942163815,-0.2048014814926712,0.004349176762969867,0.001553277415346381,0.0009900990099009901,0.1
sp_dp,knn,bc,2,0.06748005321666761,0.7229098583754243,0.24503539329334578,2.662638644676802,-0.22050706946925147,-0.21527426491558282,-0.21495355848050507,0.009009009009009009,0.003727865796831314,0.0039603960396039604,0.3
sp_dp,knn,bc,4,0.05590073639062377,0.30267869314780504,0.21767693299556506,2.613385463904777,-0.2043930305995748,-0.21991283386911095,-0.16937508205047075,0.004659832246039142,0.0015532774153463806,0.0029702970297029703,0.4
sp_dp,concat,bc,3,0.2869456494042955,0.0637075826238858,0.2169419347336078,2.658218281734288,-0.12971551308847096,-0.2423978603376369,-0.14287796199048486,0.0021745883814849334,0.0003106554830692764,0.0,0.0
sp_dp,rf,bc,3,0.28744000556333205,0.05584426929360395,0.2169419347336078,2.4505414680104853,-0.10133191801849495,-0.16267980364768134,-0.15948678717927564,0.0024852438645542093,-0.0006213109661385523,0.0029702970297029703,0.3333333333333333
sp_dp,lgbm,bc,3,0.2870034041051087,0.058829231768882835,0.2169419347336078,2.645040490719225,-0.14162879804402595,-0.23034986850478645,-0.2091010788745567,0.0015532774153463808,-0.00031065548306927616,0.0009900990099009901,0.2
sp_dp,svm,bc,1,0.15904658239375885,0.9694290010983098,0.22266127334923091,2.6553148419288246,-0.1619310446349047,-0.29765398286472794,-0.1948833361889277,0.0021745883814849334,0.0003106554830692764,0.0,0.0
sp_dp,knn,bc,3,0.3098069260555478,0.030545460628010897,0.226671467053506,2.626737662485777,-0.22363682606553004,-0.2655701914610683,-0.22150821506547208,0.0015532774153463808,-0.0015532774153463808,0.0009900990099009901,0.1
sp_dp,svm,bc,2,0.035689317545558916,0.9515985821332357,0.22732032016803416,2.6672677892600887,-0.24650677266294097,-0.2408528730793228,-0.18904393343629716,0.009009009009009009,0.00403852127990059,0.0009900990099009901,0.2
sp_dp,svm,bc,4,0.11282387240075929,0.17994253900548318,0.21558897746176614,2.6365789465379206,-0.1570237658284085,-0.24061437542084774,-0.1567098388650574,0.003727865796831314,0.00031065548306927595,0.0029702970297029703,0.5
sp_dp,concat,bc,0,0.14788490197599335,0.9178338215595668,0.2029403909938874,2.6818724108140124,-0.23474033830802776,-0.231924827638147,-0.1876812821783079,0.007766387076731904,0.003727865796831314,0.0009900990099009901,0.2
sp_dp,rf,bc,0,0.11132760660183644,0.717520305088999,0.24867485749176516,2.289606834659679,-0.06731480416247371,-0.21290748230489587,-0.10695586533413799,0.007455731593662628,0.0027958993476234857,0.0029702970297029703,0.35
sp_dp,lgbm,bc,0,0.14776970550925622,0.9106980877673895,0.2029403909938874,2.681339699178294,-0.1739235740698286,-0.25477888612788935,-0.19243569343255768,0.007455731593662628,0.003106554830692761,0.0,0.0
sp_dp,knn,bc,0,0.1140656272498862,0.9166615112568739,0.20538103986007195,2.582392248490303,-0.34251835511224327,-0.26220083482792655,-0.20614737876167877,0.009940975458216837,0.004659832246039142,0.0029702970297029703,0.33333333333333337
sp_dp,mlp,bc,1,0.13594260732571323,0.92259202469899,0.22266127334923091,2.640091523766728,-0.180902719418777,-0.24907726481246426,-0.19167078744816696,0.005591798695246971,0.003417210313762038,0.0,0.0
sp_dp,svm,bc,3,0.2902051894444536,0.039036067273011545,0.2169419347336078,2.634867208818235,-0.33581650217704395,-0.23749264948620005,-0.22596936674255869,0.0015532774153463808,-0.0009319664492078285,0.0009900990099009901,0.1
sp_dp,ocsvm,bc,1,0.06577078439459141,0.9451984100312587,0.23913440077607492,2.633052297017518,-0.2627551368708769,-0.28950186744111045,-0.19903778731918617,0.0006213109661385523,-0.0006213109661385523,0.0009900990099009901,0.2
sp_dp,out_if,bc,1,0.15789690475126433,0.9733321607239963,0.22266127334923091,2.664641144001185,-0.170038151504444,-0.21224637033023758,-0.20147315277292538,0.0027958993476234857,0.0012426219322771049,0.0,0.0
sp_dp,mlp,bc,4,0.12638793712971644,0.04384651784996167,0.21558897746176614,2.659758977848831,-0.18529810399919622,-0.22428171159003277,-0.15629572531806737,0.0024852438645542093,-0.0003106554830692764,0.0029702970297029703,0.2333333333333333
sp_dp,mlp,bc,2,0.09215300796673248,0.7869566614755759,0.2549413950988645,2.639973744449847,-0.13328906829787868,-0.17063657536484006,-0.1212388374922245,0.008698353525939733,0.003727865796831315,0.006930693069306932,0.5
sp_dp,ocsvm,bc,2,0.16661535918119474,0.07818949411317708,0.2331827930837654,2.6825243818156776,-0.2714640276000585,-0.2683386686920918,-0.21581653189967698,0.003727865796831314,0.0015532774153463806
sp_dp,ocsvm,bc,4,0.18967321054811245,0.9640056759914339,0.20099196141372172,2.7124286907779576,-0.34386217178629774,-0.3236899299676857,-0.25430283371675677,0.0012426219322771047,0.0006213109661385523,0.0009900990099009901,0.2
sp_dp,out_if,bc,2,0.044898422588264965,0.94859367621726,0.22732032016803416,2.618525130211476,-0.15372679517941723,-0.2719619221157279,-0.20303936685070223,0.007145076110593352,0.0027958993476234857,0.005940594059405941,0.5
sp_dp,out_if,bc,4,0.12800274760591768,0.08753863556520441,0.21558897746176614,2.667844690843296,-0.18033577643213983,-0.23103910554116047,-0.2123267139423413,0.0024852438645542093,-0.0003106554830692764,0.0019801980198019802,0.3
sp_dp,svm,bc,0,0.13611293632139698,0.8890134276618531,0.2029403909938874,2.447888693531619,-0.1680006342886171,-0.197107809117954,-0.16722675588330532,0.007455731593662628,0.001553277415346381,0.0019801980198019802,0.15
sp_dp,mlp,bc,3,0.2879279189374779,0.08144260244142983,0.2169419347336078,2.577231920757593,-0.10785783761749357,-0.25747077766430937,-0.18498830410808018,0.0015532774153463808,-0.0006213109661385525,0.0,0.0
sp_dp,ocsvm,bc,3,0.548189717738813,0.06244333487495342,0.23839300991901155,2.6563800610084196,-0.3547452340806103,-0.32847797566567144,-0.20677297856762455,0.0012426219322771047,0.0006213109661385523,0.0009900990099009901,0.1
sp_dp,out_if,bc,3,0.28700713451682075,0.05928292374453837,0.2169419347336078,2.6544267553891308,-0.18473119528926107,-0.2607701350706884,-0.17409073070802117,0.0015532774153463808,-0.0009319664492078285,0.0019801980198019802,0.3
sp_dp,mlp,bc,0,0.13946553528184363,0.9439343674968078,0.2029403909938874,2.6307869189803883,-0.0834041175160517,-0.1444444261687806,-0.09216498979284837,0.00807704255980118,0.0034172103137620384,0.0009900990099009901,0.2
sp_dp,ocsvm,bc,0,0.04329474382941506,0.9323231731911893,0.2174307857168465,2.778019543804118,-0.36786924952902916,-0.3086810827546879,-0.24981771102856684,0.0027958993476234857,0.0003106554830692764,0.0009900990099009901,0.2
sp_dp,out_if,bc,0,0.14551286190298665,0.882494961380537,0.2029403909938874,2.6462891753018667,-0.18428644484341317,-0.17316831501776742,-0.15772117319869494,0.0065237651444548,0.0009319664492078283,0.0019801980198019802,0.2
sp_dp,concat,bc,5,0.11133983712824723,0.21200775048577913,0.23620431374919418,2.6740004655473264,-0.16510545805665933,-0.25069510050214106,-0.1840707525701073,0.00403852127990059,0.001863932898415657,0.0009900990099009901,0.2
sp_dp,rf,bc,5,0.09044418072513723,0.35795245264920833,0.2816765247096354,2.320018164571626,-0.12664616362157555,-0.17448876492040147,-0.1492854107758316,0.003727865796831314,0.0012426219322771047,0.00693069306930693,0.6333333333333333
sp_dp,lgbm,bc,5,0.11156927607082638,0.20008593611281902,0.23620431374919418,2.6616566985569765,-0.19084845447697996,-0.270677993983229,-0.20494708768230227,0.0024852438645542093,0.0009319664492078285,0.0039603960396039604,0.6
sp_dp,knn,bc,5,0.09533928956661801,0.30641537539989994,0.24367692070607444,2.620580251324842,-0.18348764815443064,-0.25413096839711263,-0.2143593579351169,0.003727865796831314,0.0015532774153463806,0.0009900990099009901,0.2
sp_dp,svm,bc,5,0.11313103709607256,0.20188833784350002,0.23620431374919418,2.6360654177048164,-0.1671493090309807,-0.24576070130773117,-0.19985640447553374,0.00403852127990059,0.0006213109661385523,0.0009900990099009901,0.1
