model,corr_str,id,corr_intra,corr_inter,joining,pca_eigval_diff,pca_eigvec_ang,avg_h_dist,corr_mat_diff,auroc,avg_F1_diff,avg_F1_diff_hout,eps_identif_risk,priv_loss_eps,mia_recall,mia_precision
synthpop,0.05,4,2.190544531022756,0.6793990013552822,validation,0.029027110286464,0.9374717415104732,0.0027696291377977,0.4610309648959191,-0.0209443113403058,-0.0604258127764454,-0.0384219004283644,0.6287878787878788,0.3244949494949495,0.5666666666666667,0.6042641827373151
synthpop,0.05,4,2.190544531022756,0.6793990013552822,concatenation,0.0139583934849438,0.8366647739002063,0.0004761690504531,0.4682905162471535,-0.0051683728506484,-0.0755195515567425,-0.0183945945270034,0.821969696969697,0.4103535353535354,0.5607843137254902,0.5575153136736901
synthpop,0.05,2,2.5234583087386646,0.6671039110519724,validation,0.0779878651419968,0.212243347261282,0.0023259043484729,0.8311483554206147,-0.022360970009693,-0.0661583429461163,-0.0105026963457476,0.6212121212121212,0.3005050505050505,0.5,0.5584077701395329
synthpop,0.05,2,2.5234583087386646,0.6671039110519724,concatenation,0.020250453141195,0.1608800025186643,0.0003572180472368,0.417256439522427,-0.0210057837568049,-0.0672408596848191,-0.0072481723879067,0.797979797979798,0.3585858585858586,0.5705882352941176,0.5453375189959642
synthpop,0.05,1,2.143913348330619,0.8215557345885754,validation,0.037207749307855,0.1634256807937396,0.0023329801166758,0.475239462744713,-0.0882232852218476,-0.1096016264475266,-0.06788042232153,0.5681818181818182,0.2727272727272727,0.5725490196078431,0.5763422874812112
synthpop,0.05,1,2.143913348330619,0.8215557345885754,concatenation,0.0375740320403507,0.0999376338769383,0.0003577834874921,0.5456520162941306,-0.0775758027285705,-0.1579948471618056,-0.0326598021813659,0.773989898989899,0.3636363636363636,0.5529411764705883,0.5506378343878342
synthpop,0.05,3,2.666070636657091,0.6885394372844778,validation,0.0444896346769867,0.058008234298489,0.0002678920097928,0.4690774410309793,-0.0497570385871934,-0.0991408261977724,-0.0182574023473337,0.6237373737373737,0.2929292929292929,0.5137254901960784,0.5327585071432314
synthpop,0.05,3,2.666070636657091,0.6885394372844778,concatenation,0.0212025013996618,0.0957254370709951,0.0005656034297385,0.5013397591717279,-0.0181182930146447,-0.1381234315907796,-0.0122258456002227,0.8017676767676768,0.3611111111111111,0.5392156862745098,0.5427942670527368
synthpop,0.05,5,2.626080380564125,0.5393536044367812,validation,0.0562756820535945,0.2796565120458453,0.0021433291463507,0.7674913187467619,-0.0312263385613845,-0.0592618216566923,-0.0101120369821574,0.6325757575757576,0.3371212121212121,0.5235294117647059,0.576099706744868
synthpop,0.05,5,2.626080380564125,0.5393536044367812,concatenation,0.021192940788709,0.1877897332907017,0.0012207666272222,0.4870028910499149,-0.0256090714652019,-0.0926798326464802,-0.0114560698428976,0.7866161616161617,0.3623737373737374,0.5529411764705883,0.5455851500886769
synthpop,0.05,6,2.523896226931192,0.8176546769537498,validation,0.0261664856485922,0.3045771702700997,0.0009823992362987,0.4490691437658211,-0.0007142369771544,-0.0955752210502997,-0.0015827780537896,0.5959595959595959,0.2613636363636363,0.5274509803921568,0.5772389727486215
synthpop,0.05,6,2.523896226931192,0.8176546769537498,concatenation,0.0256292537604718,0.733312518843163,0.0,0.5936603778989491,2.137471334595631e-05,-0.10999216143327,-0.0105316581399137,0.8143939393939394,0.3800505050505051,0.5549019607843138,0.5564336867625412
synthpop,0.05,8,3.043857075136512,0.7158377794458846,validation,0.0314139588881238,0.1055036664470127,0.0025901855568561,0.5423780710847805,-0.0260810009572386,-0.0526661102700609,-0.0100253247315832,0.6439393939393939,0.3371212121212121,0.4725490196078431,0.5494073023338768
synthpop,0.05,8,3.043857075136512,0.7158377794458846,concatenation,0.0252160339629193,0.0953808002749797,0.000715082044517,0.4642516370924207,-0.0217120971431558,-0.0766337211493969,0.0035370540375343,0.8055555555555556,0.3813131313131313,0.5176470588235295,0.5581019715578538
synthpop,0.05,7,3.0500983511185824,0.806240585244498,validation,0.0328852273281103,0.1462301930353605,0.0020550627892241,0.4269080328548252,-0.0537096069958301,-0.1039935045431701,-0.0285427287477621,0.63510101010101,0.3131313131313131,0.5431372549019609,0.5838239301032841
synthpop,0.05,7,3.0500983511185824,0.806240585244498,concatenation,0.0232224208158469,0.3309507883463805,0.0003869194059754,0.4711572742631719,0.0011993297084671,-0.1222184374413268,-0.0156097057131281,0.8055555555555556,0.369949494949495,0.5549019607843138,0.5602685592311702
synthpop,0.05,9,3.031618118148228,0.7014346341382066,validation,0.0445103361369907,0.223434534307881,0.0012502403075203,0.590736263331679,-0.058374600724591,-0.0660112877392966,-0.0382582004766851,0.6047979797979798,0.2803030303030303,0.5254901960784314,0.5643405115826923
synthpop,0.05,9,3.031618118148228,0.7014346341382066,concatenation,0.0155507643030603,0.1002293217641372,0.0001191196429248,0.513191261941083,-0.0417981165014396,-0.1204872771531411,-0.0314902645615287,0.7941919191919192,0.3611111111111111,0.5176470588235293,0.5879563428156958
synthpop,0.1,0,2.9498400815326846,1.3790456831082765,validation,0.0672659839836878,0.1446135589492082,0.0010723935682251,0.760145815953222,-0.044725605745821,-0.0587580220095001,-0.0232613677214203,0.5921717171717171,0.2941919191919191,0.5019607843137255,0.5682694486446026
synthpop,0.1,0,2.9498400815326846,1.3790456831082765,concatenation,0.039348533872126,0.2960498828229587,0.000714771411249,0.9290482895851296,-0.0649557296820603,-0.1115369323830616,-0.0546947847807159,0.7727272727272727,0.3737373737373737,0.492156862745098,0.5497897789054005
synthpop,0.1,4,2.508829661825385,0.9487214791961366,validation,0.0425586281912733,0.1573494020476465,0.0017859080350268,0.4340759346326802,-0.021111876392075,-0.0601306775057549,0.0019672832756854,0.5972222222222222,0.2714646464646464,0.4980392156862745,0.5503447961708463
synthpop,0.1,4,2.508829661825385,0.9487214791961366,concatenation,0.0413938193595632,0.5937160534509607,0.0,0.7120915782412737,-0.0069166963386483,-0.0979251149692794,0.0109159522359153,0.7941919191919192,0.3851010101010101,0.4450980392156863,0.5185522987407138
synthpop,0.1,2,2.5555303722587164,1.328676096424686,validation,0.0190289942988727,0.1766145428456948,0.0008934707205536,0.5063024831222466,-0.0202454595118525,-0.106331429022307,-0.0160235341613644,0.5934343434343434,0.2828282828282828,0.5235294117647059,0.5444586834473143
synthpop,0.1,2,2.5555303722587164,1.328676096424686,concatenation,0.0422719458990172,0.3138997134694471,0.0002084058066972,0.925173697903148,-0.0194007825097429,-0.0795684552487101,-0.0185098203369208,0.7613636363636364,0.3623737373737373,0.5137254901960784,0.5692399161476025
synthpop,0.1,1,2.677036393084333,1.1058008309738234,validation,0.0354022334210045,0.1884299070933635,0.000625337739315,0.6976354533680069,-0.016826187479506,-0.0740802434021096,-0.0092412896729076,0.6401515151515151,0.3497474747474747,0.5431372549019609,0.5677927540223553
synthpop,0.1,1,2.677036393084333,1.1058008309738234,concatenation,0.0527103651776839,0.1311865943029221,0.0003277359924195,0.7058684190416206,0.0141390872644384,-0.1104996684701839,0.00353000682599,0.7613636363636364,0.3623737373737373,0.5215686274509803,0.5867502466405521
synthpop,0.1,3,2.5609539328991366,1.3231490634146195,validation,0.0548064211567396,0.4946705078467613,0.0017874146702039,0.7387493937204915,0.0291552217108802,-0.082127069874904,-0.0089314244168494,0.6654040404040404,0.3535353535353536,0.496078431372549,0.5570786818799448
synthpop,0.1,3,2.5609539328991366,1.3231490634146195,concatenation,0.0545898901794996,0.2308444409123999,0.0012805690549005,0.9357813872144234,-0.0309009455809085,-0.1075269014566945,-0.0001948562055095,0.7537878787878788,0.3409090909090909,0.4705882352941176,0.5561646431930788
synthpop,0.1,7,2.8713895704188097,1.2835759584715234,validation,0.0505665470668594,0.1006965731257257,0.0003574952917333,0.5724420378677062,-0.0271910269709729,-0.0411767031657666,-0.01035421099555,0.5845959595959596,0.2702020202020201,0.515686274509804,0.5657716314693059
synthpop,0.1,7,2.8713895704188097,1.2835759584715234,concatenation,0.0469755557895264,0.1431382143965994,0.0003275748168742,0.7834089717363196,-0.0273897191254679,-0.0607261881764648,-0.0135638513047815,0.7436868686868687,0.3345959595959596,0.5156862745098039,0.5815875106730031
synthpop,0.1,5,2.166906926280026,1.0960781386676952,validation,0.0798377891442432,0.1355310064024001,0.0021431649117589,0.7748456608001821,-0.0265088687274249,-0.069919058376717,-0.0244983807735636,0.6212121212121212,0.3244949494949495,0.4568627450980392,0.596778497787721
synthpop,0.1,5,2.166906926280026,1.0960781386676952,concatenation,0.0359447949287691,0.2993526230277723,0.000387340450919,0.7187788686335704,-0.0107569519377566,-0.0842720101821822,0.0012016871361873,0.7664141414141414,0.3484848484848485,0.484313725490196,0.5677766504907774
synthpop,0.1,6,2.515887875986832,1.3065657398623327,validation,0.0386140985042927,0.1880315466492093,0.0002678920097928,0.5803154431932273,-0.0310467800048831,-0.0822492863237041,0.0063540575514486,0.5782828282828283,0.2840909090909091,0.5196078431372549,0.5368856619721599
synthpop,0.1,6,2.515887875986832,1.3065657398623327,concatenation,0.0406371321956131,0.6397247387000708,5.953503774828797e-05,0.909508268391046,-0.0381924598116064,-0.0911459140855059,0.0229890679061586,0.7714646464646465,0.3712121212121212,0.5019607843137254,0.5498728198676041
synthpop,0.1,8,2.931693037116734,1.5136863314223183,validation,0.0710956849745279,0.1004849840113686,0.0007142788836176,0.5879257953137699,-0.0340028361302255,-0.068954770576639,-0.0338400727159268,0.6590909090909091,0.3611111111111111,0.5196078431372549,0.5869231806384199
synthpop,0.1,8,2.931693037116734,1.5136863314223183,concatenation,0.0736180672440321,0.4959943492600628,0.0020538159662208,1.0104207466558697,-0.0455849753257177,-0.1222216122562686,-0.0602461201316176,0.7373737373737373,0.3648989898989899,0.5,0.5516356581562767
synthpop,0.1,9,2.638415850903228,1.1206588495304546,validation,0.0790629517379639,0.1009695556473526,0.0030414054038744,0.8707899577799278,-0.0179099063048032,-0.1427929140902483,-0.0336200373380356,0.5921717171717171,0.3093434343434343,0.4215686274509804,0.5740630721758173
synthpop,0.1,9,2.638415850903228,1.1206588495304546,concatenation,0.0366662309477076,0.6997514227057207,0.0004762829659529,0.7594904198471985,-0.0480070361924892,-0.1425062764417157,-0.0132087705191249,0.7777777777777778,0.3573232323232323,0.5549019607843138,0.5919926671016141
synthpop,0.15,3,2.795590569028604,1.6723594950342846,validation,0.0437396149612309,0.1866232537963024,0.0030401480676851,0.5075225118535317,-0.0337126278086553,-0.0982856942633804,-0.0706186121991524,0.5757575757575758,0.2828282828282829,0.5823529411764706,0.5997119718769204
synthpop,0.15,3,2.795590569028604,1.6723594950342846,concatenation,0.0738173729412042,0.1601673435156748,0.0012503839548714,1.161027665660179,-0.0407749556386152,-0.121630806489389,-0.0220212457457013,0.6464646464646465,0.3080808080808081,0.4235294117647059,0.5828582995951417
synthpop,0.15,2,2.388725440222266,2.019564941176089,validation,0.1187213436196826,0.1084959716348537,0.0006251940499556,0.9517306509818828,-0.0296301427563022,-0.0515687960638526,-0.0279915108192487,0.601010101010101,0.2651515151515151,0.5254901960784314,0.5486198597787763
synthpop,0.15,2,2.388725440222266,2.019564941176089,concatenation,0.0810938693364937,0.5211128489937655,0.0013392785133384,1.2140628334373411,-0.0697595488411815,-0.1277499009963417,-0.0573411959667523,0.6994949494949495,0.3143939393939394,0.4568627450980392,0.5387870234281825
synthpop,0.15,1,2.579789562323489,1.9012008595153151,validation,0.0492824912140868,0.2356616559228342,0.0016994613417098,0.7974507643382847,-0.0469323189722058,-0.0745630629771663,-0.0249593806338082,0.6212121212121212,0.3093434343434343,0.5058823529411764,0.5931540434252561
synthpop,0.15,1,2.579789562323489,1.9012008595153151,concatenation,0.1005078725202628,0.1366809731614701,0.0004465963867585,1.2850509260533576,-0.0753606823801548,-0.1254710487097783,-0.0686079845884636,0.6805555555555556,0.297979797979798,0.4372549019607843,0.536711574999383
synthpop,0.15,0,2.137548518415624,1.5712639158534178,validation,0.0829981677408351,0.2528127058643801,0.0025009102285913,0.6546205012612881,-0.0062130681818183,-0.0751570961723035,0.0074693075443176,0.6237373737373737,0.2689393939393939,0.4823529411764705,0.5327671413392944
synthpop,0.15,0,2.137548518415624,1.5712639158534178,concatenation,0.0514655556004071,0.2325773609890512,0.0015783625293401,0.915527087736826,-0.094484178227076,-0.117674655168143,-0.0552587601086121,0.7752525252525253,0.345959595959596,0.492156862745098,0.5483046301654146
synthpop,0.15,4,2.8965803343425,1.5584607445391572,validation,0.074429596986459,0.5507644544267287,0.0,0.8717358804132009,-0.0345907304129526,-0.0792306807543263,-0.0294055983437136,0.6060606060606061,0.3181818181818182,0.4549019607843137,0.5570908576426403
synthpop,0.15,4,2.8965803343425,1.5584607445391572,concatenation,0.0592782706389331,0.1952766125003589,0.0003571439964688,0.9631287435955622,-0.1131260546260546,-0.139506318712968,-0.0908514152931651,0.7310606060606061,0.3497474747474747,0.4862745098039215,0.5316913371765837
synthpop,0.15,5,2.683861803693912,1.7954622619773728,validation,0.0248714701325341,0.0887732562323088,0.0017867293631002,0.4445908730875033,-0.052661941345779,-0.0784590714689789,-0.0420750913980133,0.5732323232323232,0.2651515151515151,0.527450980392157,0.5548167143483251
synthpop,0.15,5,2.683861803693912,1.7954622619773728,concatenation,0.0727214386757915,0.2425771940848303,0.0009823428131094,1.1711250506489204,-0.0515961311495339,-0.1155485048228056,-0.0484995809808073,0.7310606060606061,0.3358585858585858,0.4745098039215686,0.5424195448705252
synthpop,0.15,6,2.988706854167424,1.3612089536375627,validation,0.0382455049483157,0.1023144400189327,0.0047549114104055,0.4766759105455647,-0.0081315592476306,-0.0741473371899958,-0.0212177275591294,0.5997474747474747,0.2929292929292929,0.5254901960784315,0.5684302881742129
synthpop,0.15,6,2.988706854167424,1.3612089536375627,concatenation,0.0502041394593747,0.1033594194489755,0.0006849149796446,0.8080806624592047,-0.0494046515889629,-0.1220378603532998,-0.0217311619329235,0.7689393939393939,0.3522727272727272,0.4450980392156863,0.5313470371313509
synthpop,0.15,8,2.3821624987338588,1.5885299955708754,validation,0.0947308314133908,0.1282559046432494,0.0,0.6709212713648701,-0.0574711031988629,-0.0779622844753211,-0.0284410320090095,0.6616161616161617,0.3484848484848485,0.5137254901960784,0.57968177613321
synthpop,0.15,8,2.3821624987338588,1.5885299955708754,concatenation,0.0715772640650984,0.17436995332312,0.00053569250672,1.0238012241716892,-0.0689264859805488,-0.1960378060954676,-0.0482959183830919,0.75,0.3484848484848485,0.488235294117647,0.5375175807927856
synthpop,0.15,7,1.9670732737497287,1.6568861938928063,validation,0.077623607111356,0.290492660846704,0.004049890293964,0.7872859975891847,-0.0407499203826156,-0.0726229185970774,-0.0326936225435027,0.6540404040404041,0.3282828282828283,0.519607843137255,0.5601021903356261
synthpop,0.15,7,1.9670732737497287,1.6568861938928063,concatenation,0.0606814760814313,0.3670916589621613,0.0002088148916397,1.1299166165497283,-0.0710794327096477,-0.1214404143091451,-0.0399541164315513,0.7474747474747475,0.3484848484848485,0.4549019607843137,0.5554177925857735
synthpop,0.15,9,2.4307111789104634,1.4242707004889639,validation,0.0525375337398454,0.1605332195411318,0.0006249747156992,0.5974153266342386,-0.0153378636037765,-0.0519348939647522,-0.0175320374660739,0.625,0.2878787878787879,0.5137254901960784,0.5960419527400197
synthpop,0.15,9,2.4307111789104634,1.4242707004889639,concatenation,0.0533883476396072,0.2513124418282348,0.0004166509083625,0.9893484393554972,-0.030869522109855,-0.0955945714867782,-0.0365266572551413,0.7537878787878788,0.3484848484848485,0.492156862745098,0.5288046893411074
synthpop,0.2,0,2.592978555931172,2.4074759605311433,validation,0.0809192440086225,0.3791403813868441,0.0011643850716557,0.6416670793368499,-0.0358801337245198,-0.0574737347134548,-0.0298083551969529,0.601010101010101,0.308080808080808,0.5372549019607843,0.5735282278448718
synthpop,0.2,0,2.592978555931172,2.4074759605311433,concatenation,0.1469697781617756,0.3885209091383331,0.0005385854886614,1.6994923694699453,-0.0147821472501279,-0.094809372501813,-0.0144737070383857,0.6477272727272727,0.2878787878787878,0.3980392156862745,0.552085600673836
synthpop,0.2,1,2.4259727782149616,1.4964861292768894,validation,0.0828215634590245,0.1259762657193076,0.0020539602189075,0.6385729458244837,-0.0372510652612694,-0.0462187926133711,-0.0505242054614436,0.6212121212121212,0.3459595959595959,0.5019607843137255,0.608788426851333
synthpop,0.2,1,2.4259727782149616,1.4964861292768894,concatenation,0.0532273451710152,0.3300896291435596,0.0002380936354044,0.9521942188932674,-0.0571455857068103,-0.0980346834345945,-0.0395108018077658,0.7537878787878788,0.3522727272727273,0.4980392156862745,0.5481080761353638
synthpop,0.2,2,2.119950721523048,2.120465511147198,validation,0.0478998071834509,0.1561985027100615,0.0032166908457624,0.5080189127141563,-0.0392459705044586,-0.0746647064756131,-0.0433845099042606,0.6060606060606061,0.2853535353535353,0.5176470588235295,0.5477903006709763
synthpop,0.2,2,2.119950721523048,2.120465511147198,concatenation,0.1070122857827969,0.4206522908822733,0.0012500010052921,1.423986020533099,-0.0478093984267764,-0.108212752381763,-0.0379305104288699,0.7171717171717171,0.3207070707070706,0.4352941176470589,0.5270040036604896
synthpop,0.2,4,1.905388815313317,2.3561581798792974,validation,0.0454650299816523,0.3160974675812031,0.0009821548060196,0.5448821988708236,-0.0777858471352814,-0.0886829841792208,-0.0556152311865637,0.5643939393939394,0.2525252525252526,0.5313725490196078,0.559024801710827
synthpop,0.2,4,1.905388815313317,2.3561581798792974,concatenation,0.1403368015986523,0.3594340057477215,0.0001488026602213,1.4637018676804698,-0.1989563531799366,-0.2024573747383628,-0.1701138075473338,0.6098484848484849,0.2676767676767677,0.3588235294117646,0.5362261108456761
synthpop,0.2,3,2.10492814060943,1.9553401125034375,validation,0.064951693031191,0.0894512644703216,0.0010723935682251,0.6469016076718335,-0.0273793621344643,-0.0991776402587234,-0.0296263358477701,0.6439393939393939,0.3232323232323232,0.5294117647058824,0.5876845159390212
synthpop,0.2,3,2.10492814060943,1.9553401125034375,concatenation,0.0906856743183832,0.3062921896587293,0.0004762743561485,1.307303671015357,-0.0775484211984677,-0.1644589397666189,-0.0253970137932149,0.7209595959595959,0.3535353535353535,0.4588235294117647,0.5462889544912016
synthpop,0.2,5,2.504779363586778,1.8597970035935865,validation,0.0542286257138595,0.2465969080109254,0.0005358616949119,0.6310243544352843,0.0082156108281561,-0.0723456135955489,-0.0004452169235886,0.6212121212121212,0.2878787878787879,0.5098039215686274,0.540064862940439
synthpop,0.2,5,2.504779363586778,1.8597970035935865,concatenation,0.08219823165956,0.5281318129033101,0.0006553162383952,1.141881207897712,-0.0447669948420987,-0.1241874101606332,-0.0506922796507788,0.6868686868686869,0.2992424242424242,0.4627450980392156,0.5323388834078269
synthpop,0.2,6,2.3763920065168094,2.375884833981414,validation,0.0833390439480207,0.2104601753664489,0.0017931968113673,0.6157395382720664,-0.003877153090338,-0.0898906772633569,0.0015936041549011,0.6275252525252525,0.3207070707070706,0.5137254901960784,0.5698699081696791
synthpop,0.2,6,2.3763920065168094,2.375884833981414,concatenation,0.1324255706405749,0.6262581124432104,0.0004774215350147,1.6213916807512423,-0.0335472556824587,-0.1301130388905871,-0.0259934293369115,0.7007575757575758,0.3345959595959596,0.4509803921568627,0.5655682004135613
synthpop,0.2,8,2.445514447091501,2.2467328379133384,validation,0.0807535412899022,0.1879655655670356,0.0003577296838185,0.7733423882906701,-0.0228934605624993,-0.0609429346654432,-0.0170525489126104,0.6388888888888888,0.3232323232323232,0.4862745098039216,0.5495031254011273
synthpop,0.2,8,2.445514447091501,2.2467328379133384,concatenation,0.1041588446915196,0.4415390663684948,0.0004176433284891,1.4588572640599904,-0.0558145749943438,-0.1219796030187568,-0.0384327707778246,0.6717171717171717,0.303030303030303,0.4862745098039216,0.5794622697563875
synthpop,0.2,9,2.6457999670258285,2.2278041503335193,validation,0.0521649845466078,0.057071842497246,0.0012500209418942,0.5819464813259467,-0.0471150380937149,-0.0856572220152328,-0.0200809819212991,0.6338383838383839,0.3383838383838384,0.496078431372549,0.5599687144449086
synthpop,0.2,9,2.6457999670258285,2.2278041503335193,concatenation,0.0959594429096782,0.4690478469483994,0.0004167253272003,1.509573008232861,-0.1066841518445207,-0.137951611823771,-0.0555305284464426,0.726010101010101,0.380050505050505,0.411764705882353,0.5786240733604929
synthpop,0.2,7,1.738348741786654,1.9583157058346048,validation,0.069344350826729,0.1495941943069783,0.003765918836726,0.5832229600400285,-0.0382459624806237,-0.0787133388626249,-0.0653603560198074,0.6628787878787878,0.3434343434343434,0.523529411764706,0.5730010168678069
synthpop,0.2,7,1.738348741786654,1.9583157058346048,concatenation,0.1123143690309444,0.3878964576785083,0.0015800289686431,1.3000729263433757,-0.1356412180584398,-0.1743092528914527,-0.1091782895672291,0.7537878787878788,0.3396464646464646,0.4450980392156863,0.5512740303727115
synthpop,0.25,2,2.3866215191840645,2.206696890888235,validation,0.0975997537836531,0.1699740464459344,0.0029535532787091,0.7524641142591966,-0.0350392647775436,-0.0781170590186605,-0.0352236123112893,0.6313131313131313,0.3131313131313131,0.5215686274509803,0.5604069872142203
synthpop,0.25,2,2.3866215191840645,2.206696890888235,concatenation,0.116692792003112,0.4096528657033794,0.0008338775140363,1.4355477167141972,-0.0519735924548594,-0.1344633316027499,-0.0518232690090424,0.6931818181818182,0.3106060606060606,0.4450980392156863,0.5839730815225976
synthpop,0.25,3,1.8506820918771332,2.9000247808274064,validation,0.1018114451775272,0.1654986891632968,0.0044801036656714,0.6943101066809177,-0.0534877285475987,-0.0726377108796115,-0.0513229807537601,0.61489898989899,0.3295454545454546,0.5274509803921569,0.5858389694041868
synthpop,0.25,3,1.8506820918771332,2.9000247808274064,concatenation,0.1700524667609099,0.7472266225882311,0.0011612730434394,1.987401825784659,-0.0805968128583226,-0.0925934221401123,-0.0566008959704048,0.6212121212121212,0.273989898989899,0.3627450980392156,0.555078339280343
