model,exp_name,data,degree,rep_idx,time,pca_eigval_diff,pca_eigvec_ang,avg_h_dist,corr_mat_diff,auroc,avg_F1_diff,avg_F1_diff_hout,eps_identif_risk,priv_loss_eps,mia_recall,mia_precision
synthpop,random_shuffle,al,0.25,5,7.814954996109009,0.028760544282128667,0.829503718881295,0.003799330515246638,0.5688151456672371,-0.00497946586291953,-0.10596445419898101,-0.06453257822456346,0.5602094240837696,0.36416521233275156,0.5351851851851852,0.5156189895271668
synthpop,random_shuffle,al,0.25,3,7.862212419509888,0.025367724631209274,0.6111377604122793,0.0050939285981396526,0.5513437873731178,-0.00493908646483987,-0.11253815484037868,-0.05433705529575758,0.5479930191972077,0.3484584060500291,0.5314814814814814,0.549174172601592
synthpop,random_shuffle,al,0.25,4,8.041016578674316,0.018230040244277136,0.6870793287820056,0.004143146187797165,0.48184738299219815,-0.008416488008988199,-0.11879325669615373,-0.05689365623520096,0.5427574171029669,0.3443862710878418,0.5,0.4946042329594099
synthpop,random_shuffle,al,0.25,6,7.657135486602783,0.03468670205534467,0.6768344712714067,0.0041047482277035505,0.5996397062132329,-0.013256180863454259,-0.08544049832210296,-0.05109080677624436,0.5602094240837696,0.36416521233275156,0.5166666666666667,0.5136854885527452
synthpop,random_shuffle,al,0.25,7,7.826092958450317,0.022954540402112332,0.65132110926831,0.004833819754342635,0.4749376044445907,-0.019685382255209993,-0.12429498615373852,-0.0706212300817306,0.537521815008726,0.3368237347294939,0.4925925925925926,0.5018658032020148
synthpop,random_shuffle,al,0.25,8,6.845099687576294,0.02286355404221513,0.5831488398715929,0.003223209643910413,0.5205774166849625,-0.01775240715612436,-0.10195749008290145,-0.08380219640467287,0.5584642233856894,0.35485747527632344,0.548148148148148,0.5152594627594628
synthpop,random_shuffle,al,0.25,9,8.0236177444458,0.023034878935075657,0.8473213956703005,0.005281850582457389,0.5074346034349717,-0.02091182370501754,-0.125971711388711,-0.06963627968600372,0.5381035485747527,0.33856893542757416,0.5333333333333333,0.5411324020842485
synthpop,random_shuffle,al,0.5,0,7.937065601348877,0.02361158143240036,0.7853123009384669,0.004739953253799851,0.5889283528550887,-0.09388539860832945,-0.22541761515290498,-0.19248286707247383,0.5078534031413613,0.30366492146596863,0.537037037037037,0.5216754638986455
synthpop,random_shuffle,al,0.5,1,7.617064476013184,0.027377705566414445,0.4769979182893202,0.003927113547799942,0.6024673591747866,-0.07890930903337734,-0.2055512373361328,-0.19983825006570072,0.5125072716695753,0.31529959278650377,0.4796296296296297,0.5048005141631979
synthpop,random_shuffle,al,0.5,2,7.595703601837158,0.027484369739283223,0.766798860708247,0.005138549869094341,0.5774062834591731,-0.07546687228970828,-0.19618293552354882,-0.12276098227841617,0.5200698080279232,0.3275159976730658,0.4685185185185185,0.47668639611300456
synthpop,random_shuffle,al,0.5,3,7.7721099853515625,0.022023230844767264,0.6329998441045721,0.005490034211790729,0.5885996702530611,-0.06681122164519904,-0.1839846443192925,-0.14307695685027913,0.5200698080279232,0.32460732984293195,0.512962962962963,0.5130824364833653
synthpop,random_shuffle,al,0.5,4,7.338228464126587,0.023612318285305876,0.7565295870443741,0.004869891476672594,0.6046666376195257,-0.13584152428246177,-0.1933595383113101,-0.16032577843853632,0.5171611401977894,0.3164630599185573,0.4851851851851851,0.50525012882774
synthpop,random_shuffle,al,0.5,5,7.576505184173584,0.024923611757395256,0.825404147746518,0.004978091310741688,0.6544316775849216,-0.0483733903304544,-0.18227804475661322,-0.10881941260911701,0.5066899360093078,0.3083187899941827,0.5018518518518519,0.4957769423558897
synthpop,random_shuffle,al,0.5,7,7.115792512893677,0.028246420001465353,0.9848613573219986,0.004288919369781078,0.5937192940002366,-0.07752986452385147,-0.18840618246826374,-0.16801273421904847,0.5381035485747527,0.33856893542757416,0.475925925925926,0.4914061057459362
synthpop,random_shuffle,al,0.5,6,7.575495719909668,0.025429695209253995,0.4623850247011361,0.004727930107372821,0.5738255362814417,-0.09886554969198302,-0.22018277024549177,-0.1545123382427974,0.5235602094240838,0.3286794648051192,0.537037037037037,0.5281226400364782
synthpop,random_shuffle,al,0.5,8,7.745236396789551,0.025210720303589108,0.9729222423182076,0.0037530192038655566,0.619111512856736,-0.05368999594316626,-0.1880845570969977,-0.16685985854257232,0.525305410122164,0.3275159976730657,0.5,0.5194207889249964
synthpop,random_shuffle,al,0.5,9,8.02271032333374,0.029540335763566974,0.993349349960159,0.0028879306732346515,0.6061930885277718,-0.09822825046646266,-0.20811102370680357,-0.16366335646521288,0.5235602094240838,0.32984293193717273,0.5092592592592593,0.5008496742643085
synthpop,random_shuffle,al,0.9,0,7.041160345077515,0.028101291367379672,0.9462605248327358,0.005499149274282805,0.690542428372896,-0.3497800022083647,-0.3542462969199447,-0.35573553938801467,0.47062245491564864,0.27981384525887143,0.475925925925926,0.5026176528444406
synthpop,random_shuffle,al,0.9,2,7.38901162147522,0.026123496185800812,0.8261826982534102,0.004419187108380286,0.6878650258812707,-0.3777387041018351,-0.41912731047014923,-0.4088939513415357,0.4630599185573008,0.2623618382780687,0.48703703703703705,0.543588725078298
synthpop,random_shuffle,al,0.9,1,7.843670845031738,0.025894982298896644,0.8597901705024282,0.004445544127323452,0.6657303648929458,-0.41042916046068223,-0.4156575811017524,-0.38781465035960994,0.4682955206515416,0.2728330424665504,0.48703703703703705,0.5056642838623653
synthpop,random_shuffle,al,0.9,3,7.504681348800659,0.022539473393342783,0.9269269287174005,0.006217877092843698,0.6372825996437186,-0.4075449390850273,-0.39372398646749135,-0.418370667623005,0.4816753926701571,0.28214077952297845,0.4296296296296296,0.4793925775862694
synthpop,random_shuffle,al,0.9,4,7.766417026519775,0.02455720422839714,0.7373347421684623,0.004599467326158808,0.6312321307790314,-0.3475772180384513,-0.36582600919096886,-0.387983042777414,0.47062245491564864,0.28097731239092494,0.4796296296296296,0.492133525769753
synthpop,random_shuffle,al,0.9,5,7.519510746002197,0.02494635446315142,0.808423785150481,0.00440613344640106,0.6311340990524712,-0.46978661814868505,-0.37437690564930876,-0.3676049147578441,0.48632926119837117,0.29319371727748694,0.48703703703703705,0.5056380837359098
synthpop,random_shuffle,al,0.9,6,6.986920356750488,0.02222471479101488,0.7882837868118814,0.00529691714580753,0.6362436065832127,-0.4146294649091069,-0.40385885548138833,-0.40873457056859763,0.4677137870855148,0.2722513089005235,0.437037037037037,0.5169061347922983
synthpop,random_shuffle,al,0.9,8,6.985915184020996,0.027945833296086683,0.976835693644802,0.004274267737705594,0.7035613129935936,-0.4548160502863867,-0.371297453859877,-0.38476309228530964,0.48807446189645143,0.29784758580570103,0.45740740740740743,0.49831261005011507
synthpop,random_shuffle,al,0.9,7,7.312438249588013,0.024584318130655494,0.634065937946399,0.0032200759065193936,0.6281748329053536,-0.5278815476387554,-0.4042729840151975,-0.4205035239977336,0.47469458987783597,0.2786503781268179,0.48703703703703705,0.48742481701706925
synthpop,random_shuffle,al,0.9,9,7.391678810119629,0.028966351418566617,0.840122727199538,0.0046651866610764,0.7000000549771349,-0.3392224806314298,-0.3532829445693705,-0.37118062665983165,0.48051192553810357,0.28853984874927285,0.45740740740740743,0.5073086408423754
synthpop,random_shuffle,bc,0.1,2,4.535645961761475,0.016655487655621214,0.07063626961021026,0.007106098914744834,0.5940261359752631,-0.03190978786537435,-0.07340230696353803,-0.019493895687021784,0.5352593973283628,0.351040695868282,0.5306930693069307,0.5286317664861878
synthpop,random_shuffle,bc,0.1,4,4.7767653465271,0.006966019760095139,0.10593762450520275,0.007181403694638598,0.5924893212982645,-0.006171850999883821,-0.058930726090482055,-0.012746161219004654,0.5554520037278659,0.37278657968313145,0.5475247524752476,0.550040795111486
synthpop,random_shuffle,bc,0.1,3,4.755314826965332,0.00986614262160978,0.1757998428697985,0.007336840666259774,0.5434693630606316,-0.015926286811401846,-0.059402440015284025,-0.023909642428806416,0.5551413482447966,0.3668841255048152,0.5445544554455446,0.5324419356906028
synthpop,random_shuffle,bc,0.1,5,4.531999826431274,0.013195280862485026,0.06290502039935056,0.004039945379094882,0.693842954545344,-0.015303847950986826,-0.05805871810896346,-0.012270866106589062,0.5448897173035104,0.3572538055296676,0.5069306930693069,0.5181835168535516
synthpop,random_shuffle,bc,0.1,0,4.958606004714966,0.014317088978436513,0.11376097791864195,0.0037600153587789764,0.4521993486201406,-0.001563085803595765,-0.041240443297164336,0.0006359092818892798,0.5594905250077664,0.3752718235476856,0.5405940594059406,0.5411846817284831
synthpop,random_shuffle,bc,0.1,1,4.997303009033203,0.016489958696850222,0.020776730820406264,0.004868244985139304,0.6110385477575098,-0.039597515973163855,-0.05464542443694312,-0.02116188347902248,0.5632183908045977,0.37868903386144764,0.5227722772277228,0.5360391220924499
synthpop,random_shuffle,bc,0.1,8,4.5316126346588135,0.027002703857368318,0.21751701626984607,0.0061756099326726556,0.6923662032293663,-0.0251900418755171,-0.08309942364624529,-0.04077674910615217,0.5479962721342032,0.3631562597079839,0.5574257425742575,0.5618061307954308
synthpop,random_shuffle,bc,0.1,7,4.733441114425659,0.015068226077606453,0.032354863127316676,0.006062940699964947,0.6879339294099791,-0.0072844722098520664,-0.08942621822973262,-0.03654774181506798,0.5616651133892513,0.3724759242000621,0.5158415841584159,0.5316796820058698
synthpop,random_shuffle,bc,0.1,6,4.712308883666992,0.006523909340674398,0.04250156487274627,0.006069563472284288,0.6767744479158404,-0.03197026838332839,-0.08723386732935984,-0.021836287896792844,0.546753650201926,0.3671947809878844,0.5247524752475248,0.5279352490425736
synthpop,random_shuffle,bc,0.1,9,4.60309362411499,0.006524493329018478,0.07760724194777616,0.0051219890109621856,0.6742969236430282,-0.0016382607520005754,-0.07657894911597704,-0.03163734059557319,0.5604224914569742,0.37309723516620064,0.5207920792079208,0.5300019739102352
synthpop,random_shuffle,bc,0.25,0,4.732966184616089,0.021843894194597032,0.19937255008030724,0.00581560557209297,1.2041256483849059,-0.059453704449167755,-0.13401462930269603,-0.07508118344045625,0.4821373097235166,0.30537433985709844,0.47128712871287126,0.5222652103746166
synthpop,random_shuffle,bc,0.25,1,4.989503383636475,0.024250982142498892,0.10780415831626568,0.005071450081006254,1.210334524368971,-0.02971883304203604,-0.11168321590123134,-0.039203439176244914,0.49860205032618826,0.32152842497670087,0.48217821782178216,0.5395256675691458
synthpop,random_shuffle,bc,0.25,2,4.726622819900513,0.021618608079948358,0.023669128009052437,0.0065700687136899085,1.2213301689977631,-0.014385693011339296,-0.08587177763376719,-0.0324598167608795,0.49207828518173347,0.3118981050015533,0.4475247524752476,0.5125441555277395
synthpop,random_shuffle,bc,0.25,4,4.840977430343628,0.021484982270769643,0.028817072292619293,0.005565783505712289,1.1217985984517596,-0.04228701016477543,-0.11209313961018724,-0.043599897362755366,0.4979807393600497,0.32090711401056227,0.4643564356435643,0.5267772371843117
synthpop,random_shuffle,bc,0.25,3,5.065826654434204,0.0399435558101014,0.926824167192308,0.006091083149537711,1.2606438459525022,-0.0337148921575694,-0.0957763363691928,-0.046568152969682086,0.49642746194470333,0.3199751475613545,0.44158415841584164,0.5457784216024282
synthpop,random_shuffle,bc,0.25,5,4.750755786895752,0.01984093051760564,0.1528973027599846,0.004656702869185191,1.3327297383680061,-0.02560204083609441,-0.09189616253528213,-0.06046530486166196,0.47406026716371547,0.29791860826343586,0.49306930693069306,0.5408241747671215
synthpop,random_shuffle,bc,0.25,6,4.785980939865112,0.014354273355905271,0.08320034217278191,0.004508501698036113,1.4395041916248352,-0.03294465237806299,-0.12360784951589346,-0.07522227987673152,0.48524386455420937,0.30972351662006836,0.4455445544554455,0.524900697239834
synthpop,random_shuffle,bc,0.25,7,5.138769865036011,0.025941219702000293,0.14114388220921226,0.006186075757280207,1.294711803763482,-0.022959040703431022,-0.08681476492420467,-0.043489802059721194,0.4995340167753961,0.32556694625660143,0.4564356435643564,0.5322559362831928
synthpop,random_shuffle,bc,0.25,9,4.759405851364136,0.02893337023981473,0.03837574602603602,0.00696452109030647,1.1954824317505155,-0.024542549185103346,-0.07660590631325292,-0.026305124980075978,0.48959304131717923,0.308170239204722,0.43168316831683173,0.5273594163133151
synthpop,random_shuffle,bc,0.5,0,4.790945291519165,0.032126721369554856,0.22387818586107464,0.006520452841084488,2.1850951947333943,-0.03918221492645446,-0.171334257014168,-0.1338126642026666,0.3581857719788754,0.20347934141037588,0.26534653465346536,0.4855992488418936
synthpop,random_shuffle,bc,0.25,8,4.830313682556152,0.013490807552697381,0.1322086367859083,0.005436911095112457,1.2437180150822305,-0.043767503832833454,-0.08905086448575658,-0.05018704925905454,0.4756135445790618,0.29729729729729726,0.47029702970297027,0.5450972848124551
synthpop,random_shuffle,bc,0.5,1,4.615872859954834,0.03965294402103317,0.3071303392904559,0.005773678359004735,2.207874546800934,-0.05261254265298243,-0.19782132116690415,-0.11922124251601622,0.37558247903075487,0.21714818266542402,0.3089108910891089,0.5436188967968629
synthpop,random_shuffle,bc,0.5,2,4.707442283630371,0.038057480987211366,0.22284184882709285,0.004900287690022578,2.174554443253604,-0.05743349132235365,-0.13397797912898082,-0.07996122287450749,0.35383659521590555,0.19322771046908976,0.306930693069307,0.5367918476364413
synthpop,random_shuffle,bc,0.5,3,4.66231894493103,0.03145921910928208,0.07487761930534621,0.005794705889938033,2.0666361266636746,-0.06754210195147015,-0.20413918350360216,-0.11476920146986014,0.35104069586828207,0.19602360981671327,0.3316831683168317,0.5391390102656973
synthpop,random_shuffle,bc,0.5,4,4.605303049087524,0.02724431073369713,0.093072593608956,0.0047495335727031915,2.166311287433448,-0.04692455179056165,-0.19120927943701618,-0.13536637173855645,0.3662628145386766,0.20503261882572227,0.30990099009900984,0.5357171239552313
synthpop,random_shuffle,bc,0.5,6,4.803849935531616,0.026949358324551975,0.09799834325550355,0.006136423318496706,2.0841712235929495,-0.02805435417035329,-0.15179909140797848,-0.11872410955153723,0.36036036036036034,0.2003727865796831,0.31386138613861386,0.5146982691408077
synthpop,random_shuffle,bc,0.5,5,4.724856853485107,0.0305564038565265,0.06731896822857472,0.004600599932046434,2.1420060149128504,-0.052843030394863266,-0.14956096231513769,-0.11873729117730875,0.3811742777260019,0.22149735942839394,0.3386138613861386,0.550794570625218
synthpop,random_shuffle,bc,0.5,8,4.620965480804443,0.04042055395877159,0.21456299916493252,0.005987774627519801,2.0778508813404133,-0.034270190871247164,-0.1625576277681461,-0.1073975559460594,0.367816091954023,0.21186703945324634,0.305940594059406,0.5390399973752646
synthpop,random_shuffle,bc,0.5,7,4.682817459106445,0.036845720568869096,0.3434135846419876,0.006858917589264812,2.160253374852682,-0.03177109432899783,-0.12180805909016376,-0.061713198100260075,0.37371854613233924,0.20938179558869213,0.3,0.5314358112696841
synthpop,random_shuffle,bc,0.5,9,4.855971097946167,0.03506684170174873,0.06253248023435543,0.00486491822757173,2.1601283175159303,-0.030427618703269932,-0.17162171893195252,-0.11781083137707107,0.3609816713264989,0.2019260639950295,0.30198019801980197,0.5110409063479723
synthpop,random_shuffle,bc,0.9,0,4.51994514465332,0.038239434012780966,0.03331518719833179,0.006849262547557085,2.8801809925021,-0.1375287909181021,-0.32049782840686986,-0.23490648119793142,0.1292326809568189,0.04287045666356011,0.06534653465346535,0.5046676243959776
synthpop,random_shuffle,bc,0.9,1,4.7554240226745605,0.043049591613058345,0.059844132348043776,0.005836077608358336,2.8737807150355135,-0.21808310495594707,-0.32597778912800207,-0.2475416604925025,0.1251941596769183,0.04224914569742157,0.04950495049504951,0.5748859327806697
synthpop,random_shuffle,bc,0.9,2,4.513489484786987,0.03993319948865705,0.060353017467005034,0.005954021579635452,2.8496036453262983,-0.1489040540948866,-0.3153598415652402,-0.22675674368894053,0.12301957129543337,0.035414725069897485,0.04356435643564356,0.5369408369408368
synthpop,random_shuffle,bc,0.9,3,4.91874361038208,0.045455763285436594,0.1335270486940041,0.004515944975609976,2.8604979790579126,-0.23143492329914228,-0.31886412126218205,-0.2511559162412834,0.1357564461012737,0.04473438956197577,0.0594059405940594,0.5351307189542484
synthpop,random_shuffle,bc,0.9,4,4.683932781219482,0.04015173316165104,0.18270941987286862,0.005680730674358883,2.874248481436499,-0.13764809658566246,-0.3115887969683453,-0.2414013041451056,0.11929170549860205,0.04007455731593662,0.07722772277227723,0.5888997821350763
synthpop,random_shuffle,bc,0.9,5,4.713916540145874,0.05156731703612215,0.16246359042144942,0.006733305086891711,2.8840586744258085,-0.16575700585133335,-0.31309500187547423,-0.23933339196373687,0.12799005902454177,0.039763901832867335,0.06534653465346535,0.6336396546922863
synthpop,random_shuffle,bc,0.9,6,4.500991106033325,0.029661869992184484,0.04156609253623928,0.005052308578022963,2.8595079489803448,-0.15935173525291846,-0.30073446559469835,-0.22445121574386565,0.11929170549860205,0.03417210313762037,0.07722772277227723,0.6187813620071684
synthpop,random_shuffle,bc,0.9,7,4.821054935455322,0.03724072549832351,0.09050960112855573,0.0062913432364715485,2.8257931405255157,-0.17059019582558188,-0.2885248190887268,-0.23550870608482619,0.12426219322771047,0.03852127990059025,0.061386138613861385,0.6335322000653808
synthpop,random_shuffle,bc,0.9,8,4.831667184829712,0.040597314084234004,0.1081908866139667,0.004548486189018994,2.8329676040406397,-0.1720611666514622,-0.30064992276534586,-0.23808675415759908,0.1186703945324635,0.03572538055296677,0.0712871287128713,0.5444254190704495
synthpop,random_shuffle,bc,0.9,9,4.666313409805298,0.034797261109458306,0.12221738231625466,0.005115540219006589,2.8644920668222187,-0.19362592309401783,-0.322112360948626,-0.24826485190033712,0.11773842808325567,0.02920161540851196,0.06930693069306931,0.5682850949891622
synthpop,random_shuffle,cc,0.1,5,3.2707619667053223,0.06285480185574882,0.04377945604593684,0.015470038873111668,1.9116265770185306,-0.013206459054209918,-0.10714321707890948,0.0021471028014377336,0.5805243445692884,0.3932584269662921,0.49411764705882355,0.5543436926304747
synthpop,random_shuffle,cc,0.1,0,3.1325459480285645,0.062486681344887454,0.26314483186772203,0.03877843782422685,1.2775526607866798,-0.0062572087658593345,-0.032256994962572144,-0.03750653471721199,0.5262172284644194,0.3295880149812733,0.4764705882352941,0.5219784047370254
synthpop,random_shuffle,cc,0.1,1,3.2730212211608887,0.044438991243925516,0.12808766899217902,0.05170174455289734,1.5424631883523574,0.0028835063437139263,-0.09713466064593362,-0.11276225449706377,0.5636704119850188,0.37265917602996257,0.4764705882352941,0.48960117434507683
synthpop,random_shuffle,cc,0.1,3,3.4090921878814697,0.0399699163218718,0.08666856165477863,0.0506381719321647,1.3510125444912464,0.04123414071510956,-0.06806025139208155,-0.08064058844045932,0.5187265917602997,0.3370786516853933,0.48235294117647054,0.5193398268398268
synthpop,random_shuffle,cc,0.1,2,3.1259407997131348,0.05166194864018079,0.07147601123216037,0.06825050787788604,1.7596831887474227,-0.0602008277359386,0.026325682663100675,-0.013335996159985097,0.5599250936329588,0.3820224719101124,0.5352941176470589,0.5433957361616937
synthpop,random_shuffle,cc,0.1,4,3.384556293487549,0.04330804975279197,0.1518323380540377,0.04301233792865449,1.6904482404057275,-0.061537417735260225,-0.0858268339754755,-0.15505209725479413,0.5243445692883895,0.34644194756554303,0.5294117647058825,0.5427003032809485
synthpop,random_shuffle,cc,0.1,9,3.327291965484619,0.05738520378261731,0.19817903216210148,0.07507584438994916,1.6410347595641939,-0.032295271049596286,-0.21144853606879127,-0.19582822277911316,0.5449438202247191,0.36891385767790263,0.5058823529411764,0.4995337995337995
synthpop,random_shuffle,cc,0.1,8,3.316162109375,0.07150991556374847,0.06452700224060803,0.09701161155328673,1.6859236837966793,0.00657439446366781,-0.14376749267687777,-0.05017357031712699,0.5337078651685393,0.34644194756554303,0.5235294117647059,0.5259626735488804
synthpop,random_shuffle,cc,0.1,6,3.48116135597229,0.041651192286403495,0.19545024761304944,0.03746480010664591,1.2498881426302588,-0.07773535377639895,-0.009186911559388555,-0.13535196544872888,0.5449438202247191,0.36891385767790263,0.5058823529411764,0.5117536806368642
synthpop,random_shuffle,cc,0.1,7,3.1729469299316406,0.05192858053754186,0.058830999559636776,0.0453706143756457,1.3607538008518747,-0.01101499423298724,-0.046310536714927436,-0.0013252934443959974,0.5636704119850188,0.3876404494382023,0.48235294117647054,0.49974632977129724
synthpop,random_shuffle,cc,0.25,0,3.396406412124634,0.04311537054072376,0.08249525964967744,0.09729187656670941,2.419029344326058,-0.07773535377639895,-0.1701006044842678,-0.16360509919014904,0.5299625468164794,0.34082397003745313,0.4764705882352941,0.4607142857142857
synthpop,random_shuffle,cc,0.25,1,3.3389265537261963,0.07988752559471599,0.2219017747339652,0.1009515444879669,1.980618664718542,-0.07283339299208524,-0.020929259613844398,-0.0629034447393822,0.5074906367041199,0.33333333333333337,0.5647058823529412,0.5142879256965945
synthpop,random_shuffle,cc,0.25,3,3.562077283859253,0.10363720266652605,0.08391750734223477,0.036178594346714325,1.9459696932907604,0.026528258362168322,0.0028957362088511407,-0.04071506943509123,0.5131086142322098,0.33333333333333337,0.4882352941176471,0.5113232323232324
synthpop,random_shuffle,cc,0.25,4,3.326660394668579,0.05759965608248867,0.14537898144278116,0.07357084850556632,1.9131382701718618,-0.05908152734778127,-0.02998814997119098,-0.09164647348241095,0.49250936329588013,0.31647940074906367,0.4588235294117647,0.4911706349206349
synthpop,random_shuffle,cc,0.25,6,3.3882477283477783,0.06871469608577543,0.22209625432971886,0.04161513774392964,2.120951884301564,0.018330861756467254,0.012671589244510562,-0.05950116731375982,0.5262172284644194,0.33333333333333326,0.5647058823529412,0.5675179211469534
synthpop,random_shuffle,cc,0.25,7,3.1986122131347656,0.06436271563095708,0.24447304317598328,0.03823406585322886,2.5893912484163852,-0.021304023339439593,-0.1596362102389998,-0.0535452121546955,0.49250936329588013,0.3146067415730337,0.5470588235294118,0.5013196480938417
synthpop,random_shuffle,cc,0.25,2,3.5638508796691895,0.09209644124399638,0.15789945162530505,0.037168695079844036,2.2573373018497365,-0.10648002516514621,-0.1274269340918566,-0.1436855118287012,0.5187265917602997,0.32958801498127344,0.5470588235294118,0.5611226611226612
synthpop,random_shuffle,cc,0.25,5,3.390423536300659,0.06513003313306366,0.15007738132901477,0.043879037061080164,2.5063428343777368,0.020349316197067036,-0.20397623491844524,-0.2146558576688491,0.5187265917602997,0.32958801498127344,0.4470588235294118,0.4657799145299145
synthpop,random_shuffle,cc,0.25,9,3.2870306968688965,0.040204083960014944,0.315025751219468,0.016218317011614313,2.2643663687038824,-0.05819152802136163,-0.032733847807507876,-0.003459752050893994,0.5168539325842697,0.34082397003745324,0.5294117647058825,0.5274490215666686
synthpop,random_shuffle,cc,0.25,8,3.4849090576171875,0.07247752965547324,0.21548757621496495,0.01441428007969892,2.1321974014552616,-0.024326308063332358,-0.026246380780268252,-0.09954969520306128,0.49812734082397003,0.3258426966292135,0.4647058823529412,0.5046674950812882
synthpop,random_shuffle,cc,0.5,0,3.209204912185669,0.053757802628403725,0.2541581495398089,0.06876757579533406,3.51500755235705,0.009803921568627527,-0.16339237805373938,-0.11147397336716273,0.4344569288389513,0.2696629213483146,0.37058823529411766,0.44664144761596036
synthpop,random_shuffle,cc,0.5,1,3.440563440322876,0.12146991460176428,0.3542975598945429,0.06640291971028416,3.472250944561705,-0.07747020376778158,-0.16788282910750732,-0.30831281135475774,0.4438202247191011,0.26591760299625467,0.3823529411764707,0.5097741239270475
synthpop,random_shuffle,cc,0.5,2,3.3398523330688477,0.06447805573705229,0.15531142187117405,0.0364539624416217,3.541307634525658,-0.09361783929257961,-0.10088051698617534,-0.09016543955862892,0.41385767790262173,0.250936329588015,0.4294117647058823,0.4941368901368901
synthpop,random_shuffle,cc,0.5,3,3.33425235748291,0.07913301205534491,0.17375096345085622,0.03691380551968498,3.742665596693809,-0.03464643776062448,-0.21873489593682585,-0.24537072470577453,0.4681647940074906,0.2921348314606741,0.3941176470588236,0.4909878467516039
synthpop,random_shuffle,cc,0.5,4,3.143796920776367,0.09159701151923443,0.30192684139737236,0.03555979423404269,3.745910059428788,-0.08222112374361512,-0.18560817230672277,-0.2711507762327332,0.45131086142322097,0.2640449438202247,0.36470588235294116,0.4690562448304384
