model,data,partitions,rep_idx,time,pca_eigval_diff,pca_eigvec_ang,avg_h_dist,corr_mat_diff,auroc,avg_F1_diff,avg_F1_diff_hout,eps_identif_risk,priv_loss_eps,mia_recall,mia_precision
synthpop,al,2,3,5.315459489822388,0.014780609196057308,0.3416508695244816,0.004034895338333937,0.38585663930485176,-0.12425713638929958,-0.14654836987139638,-0.0991103101716038,0.5305410122164049,0.3280977312390925,0.5351851851851851,0.5169535383414214
synthpop,al,2,4,5.092622756958008,0.016722354743673694,0.7053096304510608,0.0047276754896347,0.4674039764809688,-0.16197218525561308,-0.16705827404897547,-0.15304280610697946,0.5317044793484584,0.3368237347294939,0.4833333333333334,0.5027835170531091
synthpop,al,2,5,5.388118743896484,0.014336290358709848,0.8625407578926902,0.0029139969537418167,0.5357784094849775,-0.24232198265546823,-0.2943083904656071,-0.30310733137965423,0.5258871436881908,0.3251890634089587,0.47407407407407404,0.5229184632515158
synthpop,al,2,7,5.2706921100616455,0.02542235767695751,0.565968843337217,0.004224981942226908,0.5285949889944277,-0.2069571921383142,-0.20439514755806493,-0.17947072411562293,0.5125072716695753,0.3187899941826643,0.4833333333333334,0.49588385116818434
synthpop,al,2,6,5.326553106307983,0.010371972717951327,0.8919335139578254,0.004205335319124607,0.4999594165783846,-0.17833250708831516,-0.17425344753151192,-0.15331486457166307,0.5189063408958697,0.3176265270506109,0.5166666666666666,0.5179015684372221
synthpop,al,2,8,5.037334680557251,0.013369013346223535,0.6497116136955626,0.0032476244369998406,0.49460342148112435,-0.45940992420292576,-0.37936120776336874,-0.4079343146313358,0.5014543339150669,0.3019197207678883,0.4666666666666666,0.4983651449163443
synthpop,al,3,0,4.6357033252716064,0.017028566450282116,0.8535455928075294,0.003247879483252205,0.47228354548933266,-0.13217083003628416,-0.17363518818961893,-0.15166418769891518,0.5299592786503782,0.3280977312390926,0.475925925925926,0.49419873042350104
synthpop,al,2,9,5.433736562728882,0.01640250701274998,0.9191282952101967,0.0036664143552684273,0.4922905529686629,-0.1807421045321147,-0.23546340912148406,-0.17925516219848195,0.5223967422920303,0.32460732984293195,0.4796296296296296,0.5086326197249732
synthpop,al,3,2,4.545438289642334,0.0108410283586827,0.518200050389461,0.0055035792350665,0.4565323085289273,-0.15386622212221535,-0.17871004520509007,-0.17180027012368163,0.49214659685863876,0.29552065154159396,0.5222222222222223,0.5366066090885818
synthpop,al,3,1,4.944873332977295,0.013332503632377254,0.8876799844590304,0.003717124250832591,0.5045249905126612,-0.24838151539210862,-0.25128973591635323,-0.25273678402538946,0.5119255381035486,0.31413612565445026,0.5148148148148148,0.5350093016785638
synthpop,al,3,3,4.434252500534058,0.015582114375035486,0.9042054440580705,0.003895260236275043,0.4817809873954626,-0.2227969190411111,-0.2664367772098092,-0.2373999270728981,0.508435136707388,0.31180919139034324,0.49629629629629635,0.5162575372508402
synthpop,al,3,4,4.428694248199463,0.012621572509465209,0.7731741194083952,0.00506591590276639,0.530169407466595,-0.1380027072012101,-0.21642108902255272,-0.19637073260041196,0.5008726003490401,0.3059918557300756,0.4814814814814815,0.5019353683571441
synthpop,al,3,5,4.501893758773804,0.012098035745556767,0.9820842345214453,0.00352225799242675,0.541597461414424,-0.36681152018812735,-0.3280976406991074,-0.2869018245015118,0.4997091332169866,0.3036649214659686,0.5296296296296296,0.5117655762061523
synthpop,al,3,6,4.846887588500977,0.010214359989388034,0.9258677033179459,0.004297308665025955,0.5573013109634429,-0.30052798928637847,-0.34122013560681597,-0.3107970123187143,0.5090168702734148,0.3071553228621292,0.49629629629629635,0.5240156209270888
synthpop,al,3,8,4.527067422866821,0.009448900610275562,0.9205809079138116,0.004395222082376698,0.5357868592676059,-0.5486881774550021,-0.4396818726308229,-0.4324124725505333,0.47876672484002325,0.2862129144851658,0.4685185185185185,0.5120181405895691
synthpop,al,3,7,4.564496040344238,0.013502220405079684,0.778651579997553,0.004917115062769716,0.5396911673411413,-0.3134877147844588,-0.29734322970032,-0.25565877097317585,0.48342059336823734,0.2792321116928447,0.5388888888888889,0.5293562928442392
synthpop,al,3,9,4.385644435882568,0.008398191583831382,0.7587316768144953,0.0040877657545818034,0.4669107299291627,-0.26953835620017463,-0.25435224809889273,-0.2385599104497926,0.4869109947643979,0.2867946480511926,0.5037037037037038,0.5143869780435162
synthpop,bc,1,3,5.267158508300781,0.005835439612800366,0.12467267807532406,0.004520804141290703,0.15831786382972649,0.007851155198221216,-0.04617302794104505,-0.006419764174073278,0.5980118049083566,0.41006523765144454,0.5554455445544555,0.5509231195112889
synthpop,bc,1,4,4.997345924377441,0.019085157575395986,0.015843255553201777,0.004496717094220963,0.13626684759556243,-0.017746722051111052,-0.04680155469557032,-0.003105674524677776,0.6054675365020192,0.412861136999068,0.5237623762376238,0.5356479273490781
synthpop,bc,1,1,5.10539984703064,0.008442869441677757,0.2532326031089069,0.00862890890053157,0.24566197320884836,-0.02289563536942152,-0.054408589814670866,-0.009954995884171314,0.587138863000932,0.39732836284560424,0.5257425742574258,0.5398050166052123
synthpop,bc,1,2,4.938441038131714,0.0087591696720814,0.36632652271769267,0.005169567866296259,0.19289249154362778,-0.012111063021111201,-0.06935576137074989,-0.022938714784104614,0.6039142590866728,0.40571606088847467,0.5306930693069307,0.5211851745927985
synthpop,bc,1,0,5.259039402008057,0.0023712113698410664,0.3425404470054883,0.007915412018513998,0.16982702289102156,-0.012180082304696693,-0.03647062839928977,0.014120075287793854,0.5930413171792482,0.4069586828207518,0.5376237623762377,0.5178952482631786
synthpop,bc,1,5,5.429491996765137,0.019408448284755728,0.06326174632261379,0.005182213101733861,0.17369499248919476,-0.01573361292415143,-0.0602011062378095,-0.016276161299370984,0.5992544268406338,0.40789064926995966,0.5247524752475248,0.5390202631428251
synthpop,bc,1,6,5.43117618560791,0.01235816569491659,0.18740126339022084,0.005488281383551244,0.13271622508103526,-0.024914556271056654,-0.06920379345087113,-0.006999462760107128,0.5831003417210314,0.3932898415657037,0.5514851485148515,0.536823575362232
synthpop,bc,1,7,5.128432989120483,0.020593400251228466,0.11506915028379644,0.00797528901458805,0.15324329612992996,-0.014071779395663397,-0.060766837057010914,-0.002956243142110182,0.6014290152221187,0.40851196023609815,0.5465346534653466,0.5326540517211344
synthpop,bc,2,0,3.9144442081451416,0.03106148598272457,0.08372765396043731,0.005781306425045481,1.9124850454335955,-0.03788197020071471,-0.07625724562707911,-0.03823115816229805,0.3038210624417521,0.15439577508543026,0.13465346534653463,0.5202341333427245
synthpop,bc,1,9,5.120480060577393,0.008369077268494486,0.08322043584713691,0.005255911679054889,0.1457800922213749,5.810044421084015e-05,-0.046259440922149786,-0.0018231806281210072,0.5958372165268717,0.4007455731593663,0.5287128712871287,0.5203290780388993
synthpop,bc,1,8,5.21704626083374,0.014473195502525009,0.04011256190063328,0.005027353891539862,0.11078214095628536,-0.016187329675575346,-0.034207334001953665,0.014739970965364668,0.5917986952469712,0.4007455731593663,0.5079207920792079,0.5081098487334093
synthpop,bc,2,1,4.01020073890686,0.0261680088790252,0.16623652396516828,0.0038659928430376037,2.5707338737389267,-0.02444538717583944,-0.06842994670963407,-0.012223587983228729,0.1655793724759242,0.05094749922336128,0.05247524752475248,0.4492225315913472
synthpop,bc,2,2,4.201807975769043,0.03872363110223486,0.13051947103736036,0.004240402320080584,2.2195177314874397,-0.010105545897604484,-0.07349313281749939,-0.008477773533463823,0.27058092575333953,0.13358185771978873,0.10198019801980199,0.5184011627906977
synthpop,bc,2,3,4.115772724151611,0.027239936621520314,0.07679417822301053,0.006503553118096764,2.1455246545496376,-0.18938571820297256,-0.27299567066089525,-0.2138959173526927,0.2957440198819509,0.15097856477166824,0.12871287128712872,0.5514284537925842
synthpop,bc,2,4,4.056662321090698,0.026507659237973547,0.0879068592621887,0.005250383715848079,2.6278695020854417,-0.0035289454310826196,-0.060162624311066615,-0.009154673389825674,0.16775396085740912,0.06461634047840943,0.11386138613861388,0.6174089927031103
synthpop,bc,2,7,3.922741651535034,0.03538627751440758,0.14802320077173844,0.005021886286550866,1.427770634441565,-0.01679297492003118,-0.0621414099374632,-0.0031037350366494854,0.33084808946877914,0.17272444858651756,0.20594059405940596,0.547451724047626
synthpop,bc,2,6,3.9633591175079346,0.014336013675561136,0.12436839389704536,0.0057448788659886655,1.8646262716947606,-0.17164524380061819,-0.2828656098590917,-0.1998629575924238,0.2593973283628456,0.12239826032929482,0.17029702970297028,0.5630245270244287
synthpop,bc,2,5,4.238844394683838,0.0200737121034441,0.0642303398023777,0.0038224636602017916,1.8260403130840852,-0.26334568811401804,-0.3207594322460004,-0.25110768305536546,0.27896862379621,0.13762037899968935,0.16435643564356436,0.5295626840070659
synthpop,bc,2,9,3.8450543880462646,0.03334182524624617,0.09839892498180845,0.006743415631553061,2.256682249625306,-0.1707765388501069,-0.24064010062937394,-0.19640509902408446,0.23423423423423423,0.1043802423112768,0.16534653465346535,0.5747331865697796
synthpop,bc,2,8,4.286933660507202,0.021008865369702687,0.028625284325483034,0.007027039212123463,2.106745697035877,-0.22816391767238386,-0.2577392967213,-0.23012749249893294,0.2659210935073004,0.1369990680335508,0.21386138613861383,0.5473372498897497
synthpop,bc,3,0,3.8969833850860596,0.029706393646005552,0.19936110807567356,0.0051379530467664004,2.6738484012999013,-0.17752871565350403,-0.2509989639669982,-0.21882392481277846,0.13886300093196646,0.04628766697732216,0.08811881188118811,0.5741863354037268
synthpop,bc,3,1,3.6966135501861572,0.04001961993706454,0.06727575820199433,0.007413938985641249,2.541541688784372,-0.210813416700112,-0.3138656948026082,-0.24368180252214083,0.1565703634669152,0.061820441130785955,0.07524752475247524,0.5053577441077441
synthpop,bc,3,3,3.6020116806030273,0.01608897036882193,0.11446217826658113,0.006728449014054154,2.175276790586661,-0.03187372151370926,-0.11375961758925393,-0.04880475779178575,0.25753339546442994,0.11929170549860205,0.1603960396039604,0.5265023774040166
synthpop,bc,3,2,3.8218820095062256,0.024497450588571845,0.08494987411376062,0.006831335329575652,2.502785270180313,-0.17485523190536734,-0.2830058241509577,-0.23444310250666645,0.14973594283939112,0.05343274308791551,0.047524752475247525,0.5830150241914948
synthpop,bc,3,5,3.9501967430114746,0.03718302479698898,0.14794185047676087,0.0040854801745183866,2.743222362733954,-0.00629030430636357,-0.08234385883047818,-0.003928471052462662,0.12333022677850264,0.04038521279900591,0.056435643564356444,0.5483333333333333
synthpop,bc,3,4,3.8379530906677246,0.040167461100501865,0.06937660844754133,0.005741116031762104,2.627394262451372,-0.21269963257882663,-0.28223484607051075,-0.2339298051568727,0.16216216216216217,0.05312208760484624,0.07425742574257425,0.5207804232804232
synthpop,bc,3,7,3.8458011150360107,0.03542230287412118,0.06395723186713097,0.0058182935344883255,2.147054416628231,-0.0244898081904924,-0.07426801642327013,-0.031313303975471496,0.25442684063373716,0.11494252873563215,0.09900990099009901,0.5487339842122452
synthpop,bc,3,6,3.916038751602173,0.022730940300220562,0.037677303162480136,0.007671760849300829,2.627899758271315,-0.18086012017506348,-0.2707856294385412,-0.2323692669915734,0.1251941596769183,0.037278657968313145,0.04554455445544554,0.5798920377867746
synthpop,bc,3,8,3.7567386627197266,0.02935705646972031,0.10107438862861437,0.005337838811616778,2.40770000607983,-0.1733089619316216,-0.27965411300490206,-0.20972318345355745,0.15377446411929171,0.05312208760484624,0.09306930693069307,0.5234411421911422
synthpop,bc,3,9,3.73433518409729,0.025952097574581612,0.1475054969737143,0.005758565049535505,2.5093722428749534,-0.032731392570073514,-0.08564938561073254,-0.012302214044058457,0.17117117117117117,0.06150978564771668,0.08415841584158415,0.5722665248981038
synthpop,cc,1,2,3.378410577774048,0.04980532125679889,0.09871741098169991,0.07268786104328907,0.9975771103860832,0.04123414071510956,-0.010976335659273556,0.035618193970675616,0.5692883895131086,0.3745318352059924,0.5294117647058825,0.5604796301190987
synthpop,cc,1,0,3.581247091293335,0.05446052846845562,0.08652346935305771,0.017533090795868553,1.073113855974072,-0.07585985213757629,0.0016540153976362104,-0.04232780174974421,0.5243445692883895,0.3295880149812733,0.6058823529411765,0.5662004662004663
synthpop,cc,1,1,3.9362666606903076,0.026666762524492182,0.1341346859969367,0.07120679706217838,0.8683290530050698,-0.06188004613610143,-0.01701826438197962,-0.011067208217141966,0.548689138576779,0.36329588014981273,0.4764705882352941,0.5665608465608465
synthpop,cc,1,3,3.765044689178467,0.04186788513947817,0.13126087047544072,0.03779217279945742,0.8980740194496093,-0.01472510572856589,0.02249196796925962,-0.09240049888126489,0.548689138576779,0.36142322097378277,0.5235294117647059,0.49162399843658394
synthpop,cc,1,4,3.8550024032592773,0.030246677414901484,0.0686465259425482,0.0733467648395809,1.0570797082326289,-0.0650436645246334,-0.034552236904357964,-0.017768890528726267,0.6067415730337079,0.4157303370786517,0.6000000000000001,0.5678405072759418
synthpop,cc,1,5,3.993685722351074,0.05981500776828375,0.13488714549340905,0.07391518681886734,0.8994262858966187,0.018166089965397925,-0.06191061596813391,-0.006486343595811128,0.5767790262172284,0.39700374531835203,0.5470588235294118,0.5531355805441172
synthpop,cc,1,7,3.5400187969207764,0.02936384329057082,0.08574170116993714,0.03772015590594929,0.8784588788463613,-0.0028835063437139263,-0.03248313656557386,-0.028107586010487184,0.602996254681648,0.402621722846442,0.49411764705882355,0.5207163803937997
synthpop,cc,1,6,3.57297682762146,0.07020638703018729,0.1331906853538816,0.01594141977278244,1.1677304322957658,-0.0803750694177453,-0.08029517232015226,-0.0998500483688652,0.5842696629213483,0.4044943820224719,0.48235294117647065,0.5109269558769003
synthpop,cc,1,9,3.6529271602630615,0.05116810491361502,0.0725862742005241,0.09344302410071406,0.8893393424183872,-0.01273757584875379,-0.019568297452348532,-0.003649915967257833,0.5936329588014981,0.41947565543071164,0.5,0.548241818940154
synthpop,cc,2,1,3.221487283706665,0.09089888510141267,0.6421155557582457,0.04028861388002887,3.3483278675628756,0.046136101499423265,-0.053804148886307385,-0.08323619317625756,0.4307116104868914,0.27153558052434457,0.3941176470588236,0.47134090909090903
synthpop,cc,2,0,3.524010181427002,0.10880980280589368,0.4417719712704006,0.037002620197460055,3.6656655273576844,-0.03454440599769315,-0.07457162563205885,-0.10028021368347528,0.44756554307116103,0.28651685393258425,0.34705882352941175,0.4576485109093805
synthpop,cc,1,8,4.0045928955078125,0.05981542858556296,0.16117220529959625,0.01707322991942298,1.1246152833412442,-0.0754731086334316,0.01964145339298118,-0.003653847862605142,0.601123595505618,0.4157303370786517,0.511764705882353,0.5450311695840704
synthpop,cc,2,2,3.5702078342437744,0.12888316939213154,0.15469794186815658,0.06760200004647665,3.3899731219884037,-0.060829446868261305,-0.09742922597416895,-0.007311582252534254,0.398876404494382,0.22097378277153557,0.44117647058823534,0.5418292282430213
synthpop,cc,2,4,3.4023098945617676,0.08842441548651862,0.5026539032281594,0.0464466169908177,2.984380885427794,-0.2937331795463284,-0.2838655968746733,-0.27164443965743107,0.43258426966292135,0.2584269662921348,0.37058823529411766,0.5114141681747794
synthpop,cc,2,3,3.5302000045776367,0.06466454780680789,0.44507213162352705,0.10246536563741462,3.739690980986171,-0.3758360396657082,-0.16835284758516172,-0.2121709063766459,0.47752808988764045,0.31835205992509363,0.4352941176470589,0.4870977443609023
synthpop,cc,2,5,3.487109661102295,0.058957857552816,0.1905655993487331,0.0385420332613039,3.526038192763685,0.002149522910768531,-0.03561460337392869,-0.06246552141721762,0.47191011235955055,0.3089887640449438,0.2647058823529412,0.44746240601503756
synthpop,cc,2,7,3.3692121505737305,0.0323384563989394,0.13584064643738789,0.12251309453887442,3.6061533576553035,-0.5185871734314642,-0.2882213010889612,-0.3073330213515405,0.5580524344569289,0.3651685393258427,0.4176470588235294,0.5328845101258894
synthpop,cc,2,6,3.4351773262023926,0.12657482672332973,0.39824158774505936,0.04504763870139519,3.289525497221544,-0.02089783281733748,0.015849746158481337,-0.07475806361781637,0.3895131086142322,0.2359550561797753,0.2705882352941177,0.49146825396825394
synthpop,cc,2,8,3.553459882736206,0.082278944984172,0.557509067496151,0.017177887023852808,3.4817842063119815,-0.11055363321799316,-0.2409537329951647,-0.2146558576688491,0.43258426966292135,0.26029962546816476,0.3352941176470588,0.5540630086026506
synthpop,cc,3,0,3.5545663833618164,0.12291631423258212,0.483175467778852,0.08186366971528297,3.1686412329971834,-0.07164552095347942,0.03521267112966714,-0.10149550039090197,0.42134831460674155,0.2528089887640449,0.3588235294117647,0.564033189033189
synthpop,cc,2,9,3.9334819316864014,0.10278063731117526,0.3701689918907798,0.06505336624696631,3.6875922042101847,-0.28086633346148926,-0.16469785540162782,-0.3122736429467897,0.44756554307116103,0.2902621722846442,0.4117647058823529,0.509280303030303
synthpop,cc,3,1,3.4819259643554688,0.0903932303463828,0.5313593151540126,0.07387664830427801,2.5729837059637717,-0.029571959502755374,-0.010921098246077982,-0.09273108575888367,0.4419475655430712,0.26779026217228463,0.40588235294117647,0.5113448081190016
synthpop,cc,3,2,3.210296392440796,0.13354708983897848,0.3787707156913401,0.044416084699509036,3.7944644733195187,-0.2795719595027554,-0.2884811853466853,-0.3088140552753226,0.4363295880149813,0.27153558052434457,0.4352941176470588,0.4951451307313377
synthpop,cc,3,3,3.3337652683258057,0.09921021580429386,0.47849282647252017,0.009254799910949052,3.4996387794711525,-0.2285851595540177,-0.12876666823918934,-0.08282303210083003,0.3651685393258427,0.21722846441947566,0.2941176470588235,0.5082380952380953
synthpop,cc,3,4,3.509850025177002,0.12469928929568803,0.4157280043125694,0.0667002235014339,3.3837012295667277,-0.0031194295900177638,-0.11638501589461647,-0.1229785589811735,0.40636704119850187,0.24531835205992508,0.31176470588235294,0.5297101041373488
synthpop,cc,3,5,3.572608470916748,0.0962820260725795,0.3791264964841778,0.07061225370555148,3.6030796453420315,-0.40636019113527766,-0.26289281445501134,-0.30684312634993194,0.38764044943820225,0.22284644194756556,0.31764705882352945,0.5289903384221202
synthpop,cc,3,6,3.544802188873291,0.08619999347031898,0.42844013369984607,0.06689461037805526,3.5800384416622637,-0.06820069204152246,-0.12845243553414729,-0.07516173312808788,0.3951310861423221,0.22471910112359553,0.3764705882352941,0.4981960784313726
synthpop,cc,3,8,3.4641897678375244,0.11208490562662435,0.2270679447777316,0.005512139205382924,3.9359590816509153,-0.19660246178238194,-0.09062385989385438,-0.1762826859433795,0.37640449438202245,0.20599250936329586,0.3411764705882353,0.4967570441254652
synthpop,cc,3,7,3.5953803062438965,0.0946908561986125,0.6189582974421988,0.040392636317608865,3.543911556313629,-0.0270818915801615,-0.03280966515230796,-0.05436605199429398,0.37453183520599254,0.20786516853932588,0.4,0.5209506741764807
synthpop,cc,3,9,3.3953816890716553,0.10378626061900337,0.4193807959876577,0.006970953514177392,4.084342157154056,-0.3320426209699566,-0.2862910807880442,-0.2394329011958926,0.41385767790262173,0.2602996254681648,0.4352941176470589,0.5051112630059998
synthpop,hd,1,4,2.861829996109009,0.04255775340447919,0.09494395246666056,0.01799534736444863,0.6053707398064322,-0.060329411764705854,-0.05385797727949454,-0.08113754160045561,0.5867768595041323,0.38842975206611574,0.4875,0.5573109243697478
synthpop,hd,1,0,3.0046157836914062,0.05875940049051061,0.1188423496795977,0.015434327002974634,0.6023624015631597,-0.05562352941176474,-0.06829777246892604,-0.06552093130620606,0.5826446280991735,0.38842975206611563,0.575,0.5866208791208791
synthpop,hd,1,1,3.001314878463745,0.027756626017118365,0.07536952938154438,0.021142117840241982,0.630473231232576,-0.015247058823529502,-0.10485490072270967,-0.03798354616861582,0.5950413223140496,0.3842975206611571,0.5,0.5306259426847661
synthpop,hd,1,3,3.044559955596924,0.056901882259922654,0.10146358116640639,0.027968118384343394,0.6407982577233176,-0.01449411764705888,-0.06829634059911219,-0.08895473473948681,0.5743801652892562,0.3677685950413223,0.6,0.5699558095842925
synthpop,hd,1,2,3.0623083114624023,0.047407341011513435,0.06412756408630908,0.03493919258670292,0.6593816581613948,-0.08087058823529414,-0.12388125542014394,-0.12996147424353205,0.5454545454545454,0.33884297520661155,0.5125,0.4918389960572623
synthpop,hd,1,5,3.183317184448242,0.05166309132685533,0.12361408246691001,0.05653445073593607,0.5994873631721043,-0.011011764705882388,-0.10635116801390793,-0.015726149357487396,0.5289256198347108,0.31818181818181823,0.4375,0.5584615384615385
synthpop,hd,1,9,2.7910656929016113,0.034483312557408795,0.12392109642733798,0.035328637145222754,0.6098624200069928,-0.051999999999999935,-0.12206815427551654,-0.1635198260457716,0.5619834710743802,0.35123966942148765,0.45,0.4793506493506493
synthpop,hd,1,8,2.760909080505371,0.01210365990478082,0.08426308024754492,0.02777338194904679,0.5910897467297676,-0.02811764705882347,-0.081934244058218,-0.09347647422159935,0.6074380165289256,0.40082644628099173,0.5625,0.6136996336996337
synthpop,hd,1,7,3.0103354454040527,0.012440491855536025,0.0883585166601563,0.021607975721142644,0.5565897971109938,-0.030235294117647027,-0.051938406795409425,-0.089283585730145,0.5909090909090909,0.3842975206611571,0.575,0.5469005847953217
synthpop,hd,1,6,3.0987937450408936,0.06122375853300075,0.1534121466672775,0.015775489757982198,0.6684318884498305,-0.050470588235294156,-0.08690064253587626,-0.09750775123254485,0.5661157024793388,0.3553719008264463,0.5375,0.5229084967320261
synthpop,hd,2,0,2.961897134780884,0.1391599547609949,0.5575424689916463,0.011487013980683006,1.3141193567368326,-0.05303529411764696,-0.15792368149696814,-0.12085131548732184,0.4380165289256198,0.24380165289256198,0.525,0.5044298245614035
synthpop,hd,2,1,2.8556277751922607,0.1415958029140971,0.4390700146993944,0.016064333514639158,1.2632750188647908,-0.031882352941176584,-0.19127283263430353,-0.028605847958003555,0.45041322314049587,0.2603305785123967,0.425,0.47836829836829836
synthpop,hd,2,2,2.9170072078704834,0.09155011131035454,0.6054231254521544,0.014004442348961463,1.3390693607272646,-0.047505882352941176,-0.09019492719999397,-0.06679212683793467,0.49586776859504134,0.2892561983471075,0.5,0.5558823529411765
synthpop,hd,2,4,3.122358798980713,0.13250714925882556,0.6057163681012424,0.022708678026284245,1.4863057057024691,-0.05122352941176478,-0.0721013351651251,-0.0735958526627711,0.4132231404958678,0.2396694214876033,0.425,0.4895202020202021
synthpop,hd,2,3,3.078476667404175,0.0726149058314324,0.24795306788035681,0.015289936577678612,1.1776020742748754,-0.08148235294117645,-0.1277118941405574,-0.1378754740125529,0.5041322314049587,0.3099173553719008,0.475,0.5032563025210084
synthpop,hd,2,7,2.9596917629241943,0.07601077469791939,0.40725777116951295,0.01773618000854337,1.2721975841772282,-0.09277647058823535,-0.1185812263131319,-0.13618568958545457,0.44214876033057854,0.2644628099173554,0.4875,0.585927405927406
synthpop,hd,2,6,3.0479979515075684,0.1287532332936921,0.44605931912710256,0.02076064992001026,1.3144494298668774,-0.0118117647058823,-0.12620012521138887,-0.009021039661523872,0.45867768595041325,0.2644628099173554,0.3875,0.4529987659399424
synthpop,hd,2,5,3.126183032989502,0.05973891694352015,0.09044118194984081,0.01955402878455317,1.129312955895433,-0.04842352941176464,-0.1406288555441002,-0.04542578479449211,0.44214876033057854,0.23966942148760334,0.375,0.5013986013986014
synthpop,hd,2,8,3.156818151473999,0.08389783756549377,0.6954487850630844,0.01479259155533631,1.3578103648804387,-0.11277647058823526,-0.17008158607053242,-0.12911190763068187,0.4297520661157025,0.21900826446280994,0.5,0.5098383968972204
synthpop,hd,2,9,3.081441879272461,0.19234701990888436,0.3956707215646642,0.0354076756980283,1.3418644105012623,-0.12472941176470598,-0.1732384266490223,-0.18436312503332847,0.44214876033057854,0.26859504132231404,0.5,0.5186813186813187
synthpop,hd,3,0,3.216992139816284,0.16213572720590055,0.5529514090678107,0.016375353499735304,1.5686166218936681,-0.04959999999999998,-0.13289776711900228,-0.1162426178111752,0.38016528925619836,0.2066115702479339,0.4375,0.4644444444444445
synthpop,hd,3,3,3.2256243228912354,0.13903111520467,0.4589386639183313,0.02137111688742626,1.4698182026618092,-0.1531058823529412,-0.14609279750147394,-0.11411939481275937,0.4090909090909091,0.20661157024793392,0.4125,0.4772619047619047
synthpop,hd,3,1,3.211733818054199,0.12520738763457404,0.5385247709534029,0.01930396417809741,1.584332527460026,-0.3509411764705882,-0.29213508084967443,-0.24690868566791616,0.384297520661157,0.19008264462809918,0.5125,0.5100713012477718
synthpop,hd,3,2,3.247596025466919,0.10725809240715475,0.11527325102326813,0.031183857725020223,1.1840629282380206,-0.056541176470588206,-0.16522615675319452,-0.060585143145503756,0.4256198347107438,0.23553719008264465,0.5375,0.6352380952380953
